Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1779,1953,1702,1720,1792,2296,1788,1846,2020,2516,2166,2385,2541,,,,
Quarterly Results,Expenses,1551,1664,1550,1540,1629,1680,1578,1653,1803,1964,1948,2117,2207,,,,
Quarterly Results,Operating Profit,228,289,152,180,163,616,211,194,217,552,218,268,335,,,,
Quarterly Results,OPM %,13%,15%,9%,10%,9%,27%,12%,10%,11%,22%,10%,11%,13%,,,,
Quarterly Results,Other Income,115,10,107,65,11,5,35,18,8,8,16,18,67,,,,
Quarterly Results,Interest,120,128,140,139,145,152,152,151,172,169,177,190,200,,,,
Quarterly Results,Depreciation,80,75,77,79,74,72,76,77,78,83,89,95,103,,,,
Quarterly Results,Profit before tax,143,96,42,27,-45,398,19,-16,-24,308,-33,1,98,,,,
Quarterly Results,Tax %,43%,27%,76%,128%,191%,9%,181%,256%,293%,12%,118%,4284%,87%,,,,
Quarterly Results,Net Profit,81,71,10,-7,-132,362,-15,-55,-95,270,-73,-46,12,,,,
Quarterly Results,EPS in Rs,21.66,0.06,-0.19,-9.91,-41.69,51.84,-11.72,-20.70,-30.16,30.80,-23.53,-18.13,-3.96,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,6670,,,,7166,,,,7951,,,,9608,1993,4370,4608,5599
Profit & Loss,Expenses,5781,,,,6361,,,,6694,,,,8235,1776,3981,4204,4895
Profit & Loss,Operating Profit,889,,,,806,,,,1257,,,,1373,217,389,405,704
Profit & Loss,OPM %,13%,,,,11%,,,,16%,,,,14%,11%,9%,9%,13%
Profit & Loss,Other Income,122,,,,172,,,,48,,,,108,12,21,36,-53
Profit & Loss,Interest,211,,,,552,,,,627,,,,737,28,61,102,107
Profit & Loss,Depreciation,291,,,,305,,,,302,,,,370,44,95,225,249
Profit & Loss,Profit before tax,508,,,,120,,,,377,,,,374,157,254,114,294
Profit & Loss,Tax %,33%,,,,149%,,,,48%,,,,56%,-4%,8%,33%,80%
Profit & Loss,Net Profit,339,,,,-59,,,,197,,,,164,164,235,76,58
