Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,192,169,181,154,180,176,185,175,191,194,176,217,219,,,,,
Quarterly Results,Expenses,173,148,168,141,160,162,171,161,172,177,157,195,195,,,,,
Quarterly Results,Operating Profit,19,21,14,13,20,14,14,14,19,18,19,22,25,,,,,
Quarterly Results,OPM %,10%,13%,8%,9%,11%,8%,8%,8%,10%,9%,11%,10%,11%,,,,,
Quarterly Results,Other Income,1,1,3,2,2,2,3,3,3,3,3,2,2,,,,,
Quarterly Results,Interest,0,0,1,0,1,0,0,1,0,0,0,1,1,,,,,
Quarterly Results,Depreciation,4,4,5,5,5,5,5,5,5,6,6,6,6,,,,,
Quarterly Results,Profit before tax,17,18,11,10,17,10,11,11,16,15,16,18,20,,,,,
Quarterly Results,Tax %,16%,19%,56%,50%,22%,21%,24%,32%,18%,15%,16%,13%,19%,,,,,
Quarterly Results,Net Profit,14,14,5,5,13,8,8,8,13,13,13,16,17,,,,,
Quarterly Results,EPS in Rs,4.55,4.56,1.54,1.62,4.05,2.49,2.67,2.41,4.14,4.06,4.12,4.92,5.11,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,584,,,,684,,,,726,,,,806,306,395,452,346,355
Profit & Loss,Expenses,504,,,,615,,,,665,,,,722,254,334,385,296,312
Profit & Loss,Operating Profit,80,,,,69,,,,61,,,,84,52,61,67,50,43
Profit & Loss,OPM %,14%,,,,10%,,,,8%,,,,10%,17%,15%,15%,15%,12%
Profit & Loss,Other Income,7,,,,8,,,,11,,,,11,2,2,2,3,7
Profit & Loss,Interest,2,,,,2,,,,2,,,,2,3,3,4,2,1
Profit & Loss,Depreciation,14,,,,19,,,,22,,,,23,5,8,10,11,13
Profit & Loss,Profit before tax,71,,,,56,,,,48,,,,70,46,52,56,40,36
Profit & Loss,Tax %,22%,,,,33%,,,,23%,,,,16%,34%,30%,27%,11%,20%
Profit & Loss,Net Profit,56,,,,37,,,,37,,,,59,30,37,41,36,29
Profit & Loss,EPS in Rs,18.01,,,,11.77,,,,11.72,,,,18.13,10.00,12.09,13.30,11.58,9.26
Profit & Loss,Dividend Payout %,11%,,,,13%,,,,13%,,,,8%,15%,0%,11%,0%,11%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,31,,,,32,,,,32,,,,32,30,30,31,31,31
Balance Sheet,Reserves,365,,,,406,,,,442,,,,507,163,207,254,275,308
Balance Sheet,Borrowings,94,,,,70,,,,108,,,,101,15,65,47,51,58
Balance Sheet,Other Liabilities,134,,,,149,,,,128,,,,227,52,78,77,80,89
Balance Sheet,Total Liabilities,624,,,,657,,,,710,,,,867,260,380,408,437,486
Balance Sheet,Fixed Assets,195,,,,313,,,,295,,,,308,123,166,172,164,175
Balance Sheet,CWIP,110,,,,0,,,,42,,,,54,0,3,10,52,81
Balance Sheet,Investments,77,,,,95,,,,118,,,,94,0,0,0,59,65
Balance Sheet,Other Assets,243,,,,249,,,,254,,,,411,137,210,226,163,165
Balance Sheet,Total Assets,624,,,,657,,,,710,,,,867,260,380,408,437,486
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,42,,,,50,,,,16,,,,38,17,-5,56,76,41
Cash Flows,Cash from Investing Activity,-63,,,,-38,,,,-58,,,,-35,-12,-50,-40,-61,-33
Cash Flows,Cash from Financing Activity,31,,,,-22,,,,38,,,,-0,-5,55,-15,-14,-7
Cash Flows,Net Cash Flow,10,,,,-9,,,,-3,,,,2,0,-0,0,0,2
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,59,,,,68,,,,80,,,,79,73,79,79,81,79
Ratios,Inventory Days,94,,,,70,,,,48,,,,115,55,110,75,106,95
Ratios,Days Payable,87,,,,81,,,,56,,,,113,39,68,54,91,85
Ratios,Cash Conversion Cycle,66,,,,57,,,,71,,,,81,89,122,100,96,89
Ratios,Working Capital Days,65,,,,65,,,,78,,,,120,71,108,94,96,87
Ratios,ROCE %,16%,,,,12%,,,,9%,,,,12%,,22%,19%,12%,10%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,68.42%,68.42%,68.42%,68.60%,68.61%,68.60%,68.60%,68.60%,68.60%,69.36%,69.36%,69.36%,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.34%,1.40%,1.34%,1.33%,1.37%,1.35%,1.35%,1.39%,1.59%,1.62%,0.41%,0.86%,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.22%,1.14%,1.14%,1.14%,1.06%,1.04%,0.75%,0.00%,0.01%,0.00%,0.00%,0.00%,,,,,
Shareholding Pattern (Quarterly),Public,,29.03%,29.05%,29.10%,28.92%,28.96%,29.01%,29.30%,30.02%,29.80%,29.03%,30.23%,29.78%,,,,,
