Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Quarterly Results,Sales,445.41,390.67,364.97,419.13,434.88,440.53,390.86,505.02,418.58,354.89,330.38,341.40,382.86,,,,,
Quarterly Results,Expenses,405.28,358.06,341.39,365.78,396.61,377.80,351.74,448.16,370.49,318.77,296.83,322.10,362.61,,,,,
Quarterly Results,Operating Profit,40.13,32.61,23.58,53.35,38.27,62.73,39.12,56.86,48.09,36.12,33.55,19.30,20.25,,,,,
Quarterly Results,OPM %,9.01%,8.35%,6.46%,12.73%,8.80%,14.24%,10.01%,11.26%,11.49%,10.18%,10.15%,5.65%,5.29%,,,,,
Quarterly Results,Other Income,4.55,3.77,6.00,3.18,7.04,4.56,3.92,3.46,6.93,3.59,-6.59,5.08,9.04,,,,,
Quarterly Results,Interest,5.96,6.49,6.78,7.07,5.86,4.80,6.98,5.87,5.31,5.67,5.18,5.28,4.76,,,,,
Quarterly Results,Depreciation,11.70,11.04,12.11,12.77,13.25,13.27,13.53,13.11,16.15,12.83,14.96,13.78,15.08,,,,,
Quarterly Results,Profit before tax,27.02,18.85,10.69,36.69,26.20,49.22,22.53,41.34,33.56,21.21,6.82,5.32,9.45,,,,,
Quarterly Results,Tax %,42.23%,33.53%,72.12%,45.05%,62.56%,37.28%,39.50%,40.18%,28.55%,39.84%,63.05%,43.98%,26.56%,,,,,
Quarterly Results,Net Profit,15.61,12.53,2.98,20.16,9.82,30.86,13.64,24.72,23.98,12.77,2.51,2.98,6.93,,,,,
Quarterly Results,EPS in Rs,3.45,2.77,0.66,4.46,2.17,6.82,3.02,5.47,5.30,2.82,0.55,0.66,1.53,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2046,,,,2044,,,,2332,,,,1411,980,938,1384,,
Profit & Loss,Expenses,1839,,,,1896,,,,2124,,,,1302,843,797,1101,,
Profit & Loss,Operating Profit,207,,,,149,,,,208,,,,109,137,140,283,,
Profit & Loss,OPM %,10%,,,,7%,,,,9%,,,,8%,14%,15%,20%,,
Profit & Loss,Other Income,11,,,,19,,,,19,,,,11,6,3,8,,
Profit & Loss,Interest,25,,,,27,,,,24,,,,21,37,32,22,,
Profit & Loss,Depreciation,47,,,,49,,,,56,,,,57,45,42,44,,
Profit & Loss,Profit before tax,146,,,,91,,,,147,,,,43,61,69,225,,
Profit & Loss,Tax %,35%,,,,51%,,,,36%,,,,41%,23%,27%,35%,,
Profit & Loss,Net Profit,94,,,,44,,,,93,,,,25,47,51,145,,
Profit & Loss,EPS in Rs,20.86,,,,9.79,,,,20.61,,,,5.57,10.36,11.24,32.16,,
Profit & Loss,Dividend Payout %,14%,,,,31%,,,,19%,,,,72%,24%,22%,12%,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,45,,,,45,,,,45,,,,45,45,45,45,,
Balance Sheet,Reserves,696,,,,725,,,,804,,,,813,454,483,619,,
Balance Sheet,Borrowings,335,,,,292,,,,218,,,,252,336,347,320,,
Balance Sheet,Other Liabilities,394,,,,444,,,,472,,,,524,260,278,314,,
Balance Sheet,Total Liabilities,1471,,,,1506,,,,1539,,,,1635,1095,1153,1299,,
Balance Sheet,Fixed Assets,802,,,,1006,,,,1000,,,,953,658,695,820,,
Balance Sheet,CWIP,171,,,,28,,,,39,,,,148,90,90,61,,
Balance Sheet,Investments,20,,,,5,,,,4,,,,4,0,0,0,,
Balance Sheet,Other Assets,477,,,,467,,,,496,,,,530,346,368,419,,
Balance Sheet,Total Assets,1471,,,,1506,,,,1539,,,,1635,1095,1153,1299,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,75,,,,206,,,,183,,,,86,71,106,238,,
Cash Flows,Cash from Investing Activity,-139,,,,-94,,,,-59,,,,-111,-69,-78,-136,,
Cash Flows,Cash from Financing Activity,7,,,,-83,,,,-110,,,,-5,4,-31,-52,,
Cash Flows,Net Cash Flow,-58,,,,29,,,,13,,,,-30,6,-4,50,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,30,,,,25,,,,22,,,,35,56,56,27,,
Ratios,Inventory Days,186,,,,240,,,,217,,,,183,214,327,173,,
Ratios,Days Payable,103,,,,144,,,,114,,,,111,184,197,121,,
Ratios,Cash Conversion Cycle,114,,,,121,,,,126,,,,106,87,186,80,,
Ratios,Working Capital Days,39,,,,25,,,,21,,,,36,25,32,-2,,
Ratios,ROCE %,16%,,,,11%,,,,16%,,,,7%,,12%,26%,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,45.73%,46.14%,46.48%,47.13%,47.27%,44.48%,44.48%,43.71%,42.31%,42.08%,42.11%,42.27%,,,,,
Shareholding Pattern (Quarterly),FIIs,,2.75%,2.81%,2.33%,2.38%,3.49%,4.23%,4.88%,5.17%,5.41%,5.33%,5.14%,5.24%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.06%,0.16%,0.16%,0.03%,0.03%,0.03%,0.03%,0.03%,0.39%,0.03%,0.03%,0.04%,,,,,
Shareholding Pattern (Quarterly),Government,,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,,,,,
Shareholding Pattern (Quarterly),Public,,51.45%,50.86%,51.01%,50.43%,49.19%,51.25%,50.59%,51.07%,51.88%,52.53%,52.69%,52.43%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,62078,60742,59641,58058,53823,54349,52981,53743,56142,58855,58121,56558,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,45.04%,,,,47.13%,,,,43.71%,,,,42.27%,40.33%,42.26%,44.06%,49.24%,40.11%
