Section,,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,806,864,815,917,947,1027,1017,1073,,,,,,,,,,
Quarterly Results,Expenses,737,791,745,836,856,928,925,964,,,,,,,,,,
Quarterly Results,Operating Profit,69,74,70,80,91,99,91,109,,,,,,,,,,
Quarterly Results,OPM %,9%,9%,9%,9%,10%,10%,9%,10%,,,,,,,,,,
Quarterly Results,Other Income,5,5,4,6,6,5,9,5,,,,,,,,,,
Quarterly Results,Interest,2,2,2,2,2,2,3,3,,,,,,,,,,
Quarterly Results,Depreciation,14,14,14,18,19,19,19,24,,,,,,,,,,
Quarterly Results,Profit before tax,57,62,58,66,76,82,79,87,,,,,,,,,,
Quarterly Results,Tax %,27%,25%,29%,26%,24%,23%,23%,26%,,,,,,,,,,
Quarterly Results,Net Profit,42,46,41,49,58,63,60,64,,,,,,,,,,
Quarterly Results,EPS in Rs,2.93,3.23,2.87,3.41,4.01,4.38,4.18,4.48,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,3403,,,,4063,,,,,,,,,,
Profit & Loss,Expenses,,,,3110,,,,3674,,,,,,,,,,
Profit & Loss,Operating Profit,,,,293,,,,390,,,,,,,,,,
Profit & Loss,OPM %,,,,9%,,,,10%,,,,,,,,,,
Profit & Loss,Other Income,,,,19,,,,26,,,,,,,,,,
Profit & Loss,Interest,,,,8,,,,10,,,,,,,,,,
Profit & Loss,Depreciation,,,,60,,,,81,,,,,,,,,,
Profit & Loss,Profit before tax,,,,244,,,,324,,,,,,,,,,
Profit & Loss,Tax %,,,,27%,,,,24%,,,,,,,,,,
Profit & Loss,Net Profit,,,,179,,,,245,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,12.44,,,,17.05,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,32%,,,,28%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,14,,,,14,,,,,,,,,,
Balance Sheet,Reserves,,,,988,,,,1169,,,,,,,,,,
Balance Sheet,Borrowings,,,,75,,,,69,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,702,,,,772,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,1779,,,,2024,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,543,,,,675,,,,,,,,,,
Balance Sheet,CWIP,,,,56,,,,42,,,,,,,,,,
Balance Sheet,Investments,,,,103,,,,38,,,,,,,,,,
Balance Sheet,Other Assets,,,,1078,,,,1269,,,,,,,,,,
Balance Sheet,Total Assets,,,,1779,,,,2024,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,177,,,,204,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,-129,,,,-149,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,-28,,,,-81,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,20,,,,-26,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,53,,,,54,,,,,,,,,,
Ratios,Inventory Days,,,,43,,,,44,,,,,,,,,,
Ratios,Days Payable,,,,84,,,,76,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,12,,,,22,,,,,,,,,,
Ratios,Working Capital Days,,,,31,,,,43,,,,,,,,,,
Ratios,ROCE %,,,,,,,,29%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,55.00%,55.00%,55.00%,55.00%,55.00%,55.00%,55.00%,55.00%,55.00%,55.00%,55.00%,55.00%,,,,,,
Shareholding Pattern (Quarterly),FIIs,2.69%,3.04%,4.08%,4.43%,4.92%,5.50%,5.33%,5.23%,1.38%,2.57%,2.55%,2.91%,,,,,,
Shareholding Pattern (Quarterly),DIIs,10.96%,11.72%,12.16%,12.00%,12.12%,12.88%,13.46%,14.67%,9.26%,11.04%,11.24%,11.08%,,,,,,
Shareholding Pattern (Quarterly),Public,31.35%,30.25%,28.74%,28.56%,27.97%,26.60%,26.20%,25.08%,34.36%,31.38%,31.20%,31.00%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,97742,109187,124421,134139,141668,142821,140849,140481,106304,96013,102772,99809,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,55.00%,,,,55.00%,,,,55.00%,54.63%,53.99%,52.75%,52.75%,55.00%,55.00%
Shareholding Pattern (Yearly),FIIs,,,,4.43%,,,,5.23%,,,,2.91%,10.85%,10.92%,10.75%,10.76%,3.83%,1.28%
Shareholding Pattern (Yearly),DIIs,,,,12.00%,,,,14.67%,,,,11.08%,5.93%,1.36%,3.51%,5.36%,6.57%,9.22%
Shareholding Pattern (Yearly),Public,,,,28.56%,,,,25.08%,,,,31.00%,28.59%,33.73%,33.00%,31.14%,34.60%,34.50%
Shareholding Pattern (Yearly),No. of Shareholders,,,,134139,,,,140481,,,,99809,63785,65422,63849,59102,70281,110201
,,,,,,,,,,,,,,,,,,,
