Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Quarterly Results,Sales,180,235,246,234,237,226,234,215,240,243,263,255,265,,,,,
Quarterly Results,Expenses,160,200,207,195,196,184,187,167,192,201,208,209,222,,,,,
Quarterly Results,Operating Profit,20,35,40,39,41,42,47,48,48,42,54,46,43,,,,,
Quarterly Results,OPM %,11%,15%,16%,17%,17%,19%,20%,22%,20%,17%,21%,18%,16%,,,,,
Quarterly Results,Other Income,7,0,0,0,1,1,2,2,0,3,2,2,1,,,,,
Quarterly Results,Interest,2,2,1,4,1,1,1,1,0,1,4,-1,-0,,,,,
Quarterly Results,Depreciation,6,6,6,4,4,5,5,6,6,6,5,6,6,,,,,
Quarterly Results,Profit before tax,19,28,32,32,36,36,43,44,41,38,47,42,38,,,,,
Quarterly Results,Tax %,13%,24%,26%,24%,26%,24%,27%,28%,8%,25%,27%,30%,22%,,,,,
Quarterly Results,Net Profit,17,21,24,24,27,28,32,31,38,28,34,30,30,,,,,
Quarterly Results,EPS in Rs,9.80,12.38,14.26,14.18,15.81,16.39,18.73,18.49,22.17,16.73,20.13,17.59,17.45,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,659,,,,952,,,,914,,,,1025,461,462,480,,
Profit & Loss,Expenses,556,,,,797,,,,731,,,,840,380,382,380,,
Profit & Loss,Operating Profit,104,,,,155,,,,183,,,,185,80,80,99,,
Profit & Loss,OPM %,16%,,,,16%,,,,20%,,,,18%,17%,17%,21%,,
Profit & Loss,Other Income,8,,,,1,,,,6,,,,8,1,-14,1,,
Profit & Loss,Interest,8,,,,8,,,,2,,,,4,11,11,6,,
Profit & Loss,Depreciation,23,,,,20,,,,22,,,,24,18,21,23,,
Profit & Loss,Profit before tax,81,,,,128,,,,164,,,,165,52,33,71,,
Profit & Loss,Tax %,24%,,,,25%,,,,22%,,,,26%,25%,44%,22%,,
Profit & Loss,Net Profit,61,,,,96,,,,128,,,,122,39,19,55,,
Profit & Loss,EPS in Rs,35.93,,,,56.63,,,,75.78,,,,71.91,23.82,11.03,32.61,,
Profit & Loss,Dividend Payout %,7%,,,,0%,,,,3%,,,,0%,0%,0%,0%,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,8,,,,8,,,,8,,,,8,8,8,8,,
