Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,76.38,82.96,78.93,68.07,67.53,58.91,60.74,59.50,59.31,66.33,70.25,68.06,71.16,,,,,
Quarterly Results,Expenses,68.45,74.22,70.56,58.86,59.76,53.42,56.06,54.31,53.32,60.25,64.01,60.91,62.77,,,,,
Quarterly Results,Operating Profit,7.93,8.74,8.37,9.21,7.77,5.49,4.68,5.19,5.99,6.08,6.24,7.15,8.39,,,,,
Quarterly Results,OPM %,10.38%,10.54%,10.60%,13.53%,11.51%,9.32%,7.70%,8.72%,10.10%,9.17%,8.88%,10.51%,11.79%,,,,,
Quarterly Results,Other Income,0.31,0.44,0.32,0.48,0.85,1.78,0.92,1.14,4.60,0.96,1.03,1.14,1.52,,,,,
Quarterly Results,Interest,0.40,0.30,0.31,0.33,0.31,0.39,0.59,0.51,0.19,0.21,0.21,0.18,1.36,,,,,
Quarterly Results,Depreciation,1.48,1.49,1.47,1.54,1.69,1.52,1.55,1.79,1.29,1.70,1.63,1.68,1.57,,,,,
Quarterly Results,Profit before tax,6.36,7.39,6.91,7.82,6.62,5.36,3.46,4.03,9.11,5.13,5.43,6.43,6.98,,,,,
Quarterly Results,Tax %,29.25%,27.20%,28.08%,27.75%,29.76%,29.29%,19.36%,28.78%,24.70%,26.90%,32.41%,27.06%,25.36%,,,,,
Quarterly Results,Net Profit,4.50,5.40,4.96,5.66,4.64,3.79,2.78,2.88,6.87,3.75,3.68,4.70,5.20,,,,,
Quarterly Results,EPS in Rs,2.58,3.03,2.70,3.14,2.60,2.25,1.73,1.92,4.18,2.10,1.93,2.60,3.17,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,293,,,,297,,,,238,,,,276,138,158,193,175,217
Profit & Loss,Expenses,264,,,,263,,,,217,,,,248,122,136,167,151,189
Profit & Loss,Operating Profit,29,,,,34,,,,21,,,,28,16,22,26,24,28
Profit & Loss,OPM %,10%,,,,12%,,,,9%,,,,10%,11%,14%,13%,14%,13%
Profit & Loss,Other Income,7,,,,2,,,,8,,,,5,6,3,1,4,6
Profit & Loss,Interest,1,,,,1,,,,2,,,,2,3,2,2,2,2
Profit & Loss,Depreciation,6,,,,6,,,,6,,,,7,4,4,5,6,6
Profit & Loss,Profit before tax,29,,,,29,,,,22,,,,24,15,19,20,20,26
Profit & Loss,Tax %,28%,,,,28%,,,,26%,,,,28%,29%,61%,26%,23%,30%
Profit & Loss,Net Profit,21,,,,21,,,,16,,,,17,11,7,15,15,18
Profit & Loss,EPS in Rs,12.15,,,,11.47,,,,10.08,,,,9.80,9.30,4.70,8.24,9.73,10.15
Profit & Loss,Dividend Payout %,8%,,,,9%,,,,10%,,,,10%,0%,0%,18%,23%,20%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,16,,,,16,,,,16,,,,16,12,16,16,16,16
Balance Sheet,Reserves,110,,,,128,,,,143,,,,158,30,50,63,76,91
Balance Sheet,Borrowings,19,,,,4,,,,10,,,,20,24,15,10,21,21
Balance Sheet,Other Liabilities,38,,,,36,,,,37,,,,36,14,19,27,27,31
Balance Sheet,Total Liabilities,183,,,,183,,,,207,,,,230,79,100,115,139,159
Balance Sheet,Fixed Assets,76,,,,79,,,,91,,,,84,49,52,56,83,79
Balance Sheet,CWIP,1,,,,1,,,,1,,,,1,0,0,0,0,0
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,0,0,0
Balance Sheet,Other Assets,107,,,,103,,,,115,,,,144,30,47,59,56,79
Balance Sheet,Total Assets,183,,,,183,,,,207,,,,230,79,100,115,139,159
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,16,,,,34,,,,13,,,,21,10,8,16,17,13
Cash Flows,Cash from Investing Activity,-9,,,,-23,,,,-18,,,,-26,-6,-7,5,-37,-7
Cash Flows,Cash from Financing Activity,-3,,,,-17,,,,5,,,,7,-5,11,-9,9,-2
Cash Flows,Net Cash Flow,3,,,,-6,,,,-0,,,,2,-1,12,12,-11,4
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,53,,,,46,,,,60,,,,56,40,39,48,52,59
Ratios,Inventory Days,41,,,,25,,,,42,,,,28,38,45,41,42,41
Ratios,Days Payable,27,,,,17,,,,22,,,,15,46,35,38,33,30
