Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,2930,2652,2401,2605,2928,2806,2573,2421,2933,2636,2269,2409,3042,,,,,
Quarterly Results,Expenses,2505,2283,2209,2336,2548,2413,2243,2011,2443,2293,2050,2151,2491,,,,,
Quarterly Results,Operating Profit,425,370,192,268,380,393,330,410,491,343,219,258,552,,,,,
Quarterly Results,OPM %,14%,14%,8%,10%,13%,14%,13%,17%,17%,13%,10%,11%,18%,,,,,
Quarterly Results,Other Income,15,5,2,4,-403,9,6,11,7,5,10,0,4,,,,,
Quarterly Results,Interest,131,117,124,134,137,135,140,133,125,127,132,126,113,,,,,
Quarterly Results,Depreciation,244,233,240,240,239,244,226,231,218,216,215,217,220,,,,,
Quarterly Results,Profit before tax,64,25,-170,-101,-399,24,-30,57,155,5,-118,-85,224,,,,,
Quarterly Results,Tax %,55%,17%,-23%,-25%,-150%,39%,-105%,45%,35%,44%,-28%,-28%,26%,,,,,
Quarterly Results,Net Profit,29,20,-130,-75,201,14,2,31,100,3,-85,-61,166,,,,,
Quarterly Results,EPS in Rs,0.82,0.57,-3.65,-2.11,5.63,0.40,0.04,0.87,2.81,0.08,-2.38,-1.72,4.63,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,9318,,,,10586,,,,10733,,,,10357,5157,6094,7052,6793,7489
Profit & Loss,Expenses,7814,,,,9375,,,,9109,,,,8984,4429,5105,6134,5493,6028
Profit & Loss,Operating Profit,1504,,,,1211,,,,1624,,,,1373,728,989,918,1301,1460
Profit & Loss,OPM %,16%,,,,11%,,,,15%,,,,13%,14%,16%,13%,19%,20%
Profit & Loss,Other Income,35,,,,-393,,,,33,,,,19,11,54,54,33,34
Profit & Loss,Interest,570,,,,512,,,,533,,,,496,231,425,457,419,664
Profit & Loss,Depreciation,918,,,,951,,,,919,,,,869,313,392,498,528,794
Profit & Loss,Profit before tax,51,,,,-645,,,,206,,,,27,196,226,17,387,36
Profit & Loss,Tax %,37%,,,,-102%,,,,28%,,,,18%,16%,30%,260%,36%,171%
Profit & Loss,Net Profit,32,,,,16,,,,147,,,,22,166,158,-26,249,-26
Profit & Loss,EPS in Rs,0.90,,,,0.44,,,,4.13,,,,0.61,3.63,10.54,-1.32,10.28,-0.82
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,357,,,,357,,,,357,,,,357,150,150,200,242,315
Balance Sheet,Reserves,8464,,,,8482,,,,8626,,,,8645,3799,3967,4788,5037,7009
Balance Sheet,Borrowings,5575,,,,4785,,,,4404,,,,4074,4314,4369,4683,4513,7792
Balance Sheet,Other Liabilities,5218,,,,5364,,,,5323,,,,5082,3022,3133,3590,3652,4792
Balance Sheet,Total Liabilities,19615,,,,18988,,,,18710,,,,18158,11285,11619,13262,13444,19907
Balance Sheet,Fixed Assets,15409,,,,14962,,,,15027,,,,14702,8916,8690,9895,9970,15042
Balance Sheet,CWIP,399,,,,596,,,,488,,,,387,143,144,605,647,1240
Balance Sheet,Investments,186,,,,0,,,,1,,,,1,412,844,456,0,384
Balance Sheet,Other Assets,3621,,,,3430,,,,3194,,,,3067,1814,1942,2306,2827,3241
Balance Sheet,Total Assets,19615,,,,18988,,,,18710,,,,18158,11285,11619,13262,13444,19907
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1221,,,,1711,,,,1593,,,,1329,922,951,860,1025,1717
Cash Flows,Cash from Investing Activity,-190,,,,-260,,,,-573,,,,-337,-513,-602,-149,-310,-2898
Cash Flows,Cash from Financing Activity,-1420,,,,-1362,,,,-1114,,,,-913,-503,-387,-647,-559,1420
Cash Flows,Net Cash Flow,-390,,,,89,,,,-95,,,,79,-94,-38,65,156,239
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,22,,,,21,,,,20,,,,23,31,25,26,27,22
Ratios,Inventory Days,283,,,,215,,,,177,,,,135,114,125,148,179,215
Ratios,Days Payable,316,,,,348,,,,315,,,,281,234,193,193,233,263
Ratios,Cash Conversion Cycle,-11,,,,-113,,,,-118,,,,-123,-88,-44,-20,-27,-26
Ratios,Working Capital Days,-37,,,,-54,,,,-55,,,,-56,-40,-43,-102,-79,-57
Ratios,ROCE %,4%,,,,2%,,,,5%,,,,4%,,7%,5%,8%,6%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,71.72%,71.78%,71.78%,71.78%,71.78%,71.78%,71.78%,72.02%,72.02%,72.02%,72.02%,72.02%,,,,,
Shareholding Pattern (Quarterly),FIIs,,3.65%,2.99%,3.08%,3.14%,2.76%,3.15%,3.05%,3.43%,3.50%,3.24%,3.37%,3.55%,,,,,
Shareholding Pattern (Quarterly),DIIs,,19.06%,19.67%,20.16%,20.44%,20.60%,19.96%,19.97%,18.59%,18.46%,18.86%,19.26%,19.37%,,,,,
Shareholding Pattern (Quarterly),Public,,5.57%,5.55%,4.97%,4.63%,4.87%,5.12%,5.19%,5.95%,6.03%,5.88%,5.34%,5.06%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,280646,272307,262416,253546,247527,239732,230864,226804,219934,213595,203217,197095,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,71.42%,,,,71.78%,,,,72.02%,,,,72.02%,,,,,
Shareholding Pattern (Yearly),FIIs,5.42%,,,,3.14%,,,,3.43%,,,,3.55%,,,,,
Shareholding Pattern (Yearly),DIIs,18.05%,,,,20.44%,,,,18.59%,,,,19.37%,,,,,
Shareholding Pattern (Yearly),Public,5.11%,,,,4.63%,,,,5.95%,,,,5.06%,,,,,
Shareholding Pattern (Yearly),No. of Shareholders,286954,,,,253546,,,,226804,,,,197095,,,,,
,,,,,,,,,,,,,,,,,,,
