Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,446,337,358,339,328,294,314,292,321,340,367,346,345,,,,,,,
Quarterly Results,Expenses,345,277,305,298,306,238,257,245,270,278,314,294,297,,,,,,,
Quarterly Results,Operating Profit,101,60,53,41,22,57,58,47,51,62,53,52,48,,,,,,,
Quarterly Results,OPM %,23%,18%,15%,12%,7%,19%,18%,16%,16%,18%,14%,15%,14%,,,,,,,
Quarterly Results,Other Income,5,7,7,7,8,13,10,10,8,12,11,7,8,,,,,,,
Quarterly Results,Interest,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
Quarterly Results,Depreciation,2,2,3,3,2,2,2,2,2,2,2,2,2,,,,,,,
Quarterly Results,Profit before tax,103,65,57,46,28,67,65,54,57,71,62,57,54,,,,,,,
Quarterly Results,Tax %,29%,26%,28%,27%,48%,24%,25%,26%,29%,25%,25%,28%,27%,,,,,,,
Quarterly Results,Net Profit,73,48,41,34,14,51,48,40,40,53,46,41,40,,,,,,,
Quarterly Results,EPS in Rs,2.94,1.92,1.66,1.35,0.57,2.03,1.94,1.62,1.62,2.14,1.86,1.64,1.59,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1394,,,,1363,,,,1222,,,,1398,601,531,626,1032,1225,1104,1292
Profit & Loss,Expenses,931,,,,1186,,,,1010,,,,1183,576,494,563,877,1146,1018,845
Profit & Loss,Operating Profit,463,,,,177,,,,212,,,,214,25,37,63,154,79,86,447
Profit & Loss,OPM %,33%,,,,13%,,,,17%,,,,15%,4%,7%,10%,15%,6%,8%,35%
Profit & Loss,Other Income,20,,,,30,,,,40,,,,38,2,3,8,14,8,6,11
Profit & Loss,Interest,0,,,,1,,,,0,,,,0,14,11,10,8,1,0,1
Profit & Loss,Depreciation,10,,,,10,,,,10,,,,9,5,6,5,6,7,10,10
Profit & Loss,Profit before tax,473,,,,196,,,,242,,,,244,8,23,57,155,78,83,446
Profit & Loss,Tax %,26%,,,,30%,,,,26%,,,,26%,40%,29%,37%,35%,40%,19%,25%
Profit & Loss,Net Profit,350,,,,137,,,,179,,,,180,5,16,35,100,47,67,334
Profit & Loss,EPS in Rs,14.06,,,,5.49,,,,7.21,,,,7.23,0.20,0.65,1.42,4.02,1.90,2.69,13.42
Profit & Loss,Dividend Payout %,14%,,,,206%,,,,56%,,,,55%,34%,10%,9%,5%,18%,12%,5%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,17,,,,17,,,,25,,,,25,17,17,17,17,17,17,17
Balance Sheet,Reserves,965,,,,1051,,,,898,,,,977,168,110,145,241,282,340,665
Balance Sheet,Borrowings,0,,,,0,,,,0,,,,0,42,32,137,0,0,0,0
Balance Sheet,Other Liabilities,127,,,,99,,,,133,,,,102,169,191,121,166,230,297,96
Balance Sheet,Total Liabilities,1108,,,,1167,,,,1056,,,,1104,396,349,420,423,529,653,777
Balance Sheet,Fixed Assets,145,,,,140,,,,133,,,,137,122,82,93,107,144,150,141
Balance Sheet,CWIP,0,,,,0,,,,19,,,,11,0,0,0,6,0,2,0
Balance Sheet,Investments,2,,,,3,,,,3,,,,3,0,0,0,1,1,2,2
Balance Sheet,Other Assets,962,,,,1024,,,,902,,,,953,274,267,326,309,384,500,634
Balance Sheet,Total Assets,1108,,,,1167,,,,1056,,,,1104,396,349,420,423,529,653,777
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,298,,,,140,,,,230,,,,109,36,56,78,192,53,88,103
Cash Flows,Cash from Investing Activity,-300,,,,-15,,,,45,,,,235,-6,-35,-12,-16,-55,-43,-21
Cash Flows,Cash from Financing Activity,-50,,,,-50,,,,-324,,,,-100,-33,-23,-65,-149,-7,-10,-9
Cash Flows,Net Cash Flow,-52,,,,75,,,,-49,,,,244,-3,-2,2,27,-8,35,74
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,74,,,,64,,,,69,,,,67,89,91,80,66,67,51,82
Ratios,Inventory Days,96,,,,63,,,,60,,,,44,54,74,94,39,36,85,60
Ratios,Days Payable,34,,,,23,,,,40,,,,21,116,158,67,62,70,111,19
Ratios,Cash Conversion Cycle,136,,,,104,,,,89,,,,89,27,6,107,43,33,25,123
Ratios,Working Capital Days,157,,,,136,,,,148,,,,117,54,43,114,44,45,44,107
Ratios,ROCE %,57%,,,,19%,,,,24%,,,,25%,,18%,29%,58%,28%,25%,86%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,56.64%,56.65%,56.65%,56.71%,57.48%,57.48%,57.48%,57.48%,57.48%,57.48%,57.48%,57.48%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.89%,0.82%,0.85%,0.93%,1.03%,0.95%,1.13%,1.12%,2.09%,1.66%,1.50%,1.53%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.02%,0.00%,0.00%,0.00%,0.00%,0.04%,0.05%,0.06%,0.07%,0.13%,0.10%,0.11%,,,,,,,
Shareholding Pattern (Quarterly),Public,,42.44%,42.54%,42.50%,42.38%,41.51%,41.54%,41.35%,41.35%,40.36%,40.75%,40.92%,40.90%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,111908,110162,107736,105938,107525,113641,115630,122680,108352,126905,123006,121805,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,56.64%,,,,56.71%,,,,57.48%,,,,57.48%,,,55.69%,55.00%,55.00%,56.45%,56.45%
Shareholding Pattern (Yearly),FIIs,1.01%,,,,0.93%,,,,1.12%,,,,1.53%,,,0.00%,2.25%,2.75%,1.10%,0.95%
Shareholding Pattern (Yearly),DIIs,0.01%,,,,0.00%,,,,0.06%,,,,0.11%,,,0.75%,0.80%,1.69%,0.17%,0.02%
Shareholding Pattern (Yearly),Public,42.33%,,,,42.38%,,,,41.35%,,,,40.90%,,,43.56%,41.95%,40.56%,42.28%,42.58%
Shareholding Pattern (Yearly),No. of Shareholders,109484,,,,105938,,,,122680,,,,121805,,,27195,55607,59704,53494,55773
,,,,,,,,,,,,,,,,,,,,,
