Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,121.34,130.70,148.95,149.19,143.19,131.85,171.50,168.32,168.93,121.15,127.57,121.63,97.11,,,,,,
Quarterly Results,Expenses,126.76,131.50,144.54,142.73,138.63,129.72,163.81,155.09,151.28,131.21,126.68,132.79,99.05,,,,,,
Quarterly Results,Operating Profit,-5.42,-0.80,4.41,6.46,4.56,2.13,7.69,13.23,17.65,-10.06,0.89,-11.16,-1.94,,,,,,
Quarterly Results,OPM %,-4.47%,-0.61%,2.96%,4.33%,3.18%,1.62%,4.48%,7.86%,10.45%,-8.30%,0.70%,-9.18%,-2.00%,,,,,,
Quarterly Results,Other Income,2.55,1.14,1.28,0.68,2.36,2.14,2.61,2.75,2.61,181.65,3.36,1.77,3.20,,,,,,
Quarterly Results,Interest,2.28,2.37,2.53,3.10,3.17,3.32,3.78,3.37,3.28,2.61,-0.49,0.10,0.96,,,,,,
Quarterly Results,Depreciation,3.27,3.52,3.59,5.26,4.55,4.11,4.38,4.49,4.66,4.53,2.86,2.90,2.94,,,,,,
Quarterly Results,Profit before tax,-8.42,-5.55,-0.43,-1.22,-0.80,-3.16,2.14,8.12,12.32,164.45,1.88,-12.39,-2.64,,,,,,
Quarterly Results,Tax %,-16.39%,-20.18%,58.14%,2.46%,102.50%,5.38%,-41.59%,27.96%,26.22%,19.87%,-15.43%,-2.58%,-103.41%,,,,,,
Quarterly Results,Net Profit,-7.27,-4.76,-0.63,-1.25,-1.62,-3.33,3.04,5.84,9.08,131.77,2.17,-12.07,0.08,,,,,,
Quarterly Results,EPS in Rs,-8.97,-2.75,0.12,-1.49,-3.47,-0.71,5.73,4.59,3.20,178.12,2.89,-16.09,0.11,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,570,,,,572,,,,641,,,,467,361,377,394,443,508,532
Profit & Loss,Expenses,544,,,,557,,,,600,,,,490,337,346,352,402,447,475
Profit & Loss,Operating Profit,26,,,,15,,,,41,,,,-22,24,31,42,41,61,57
Profit & Loss,OPM %,5%,,,,3%,,,,6%,,,,-5%,7%,8%,11%,9%,12%,11%
Profit & Loss,Other Income,19,,,,5,,,,10,,,,190,18,15,15,17,-13,18
Profit & Loss,Interest,11,,,,11,,,,14,,,,3,6,5,5,12,17,13
Profit & Loss,Depreciation,13,,,,17,,,,18,,,,13,8,8,9,11,12,13
Profit & Loss,Profit before tax,21,,,,-8,,,,19,,,,151,28,33,43,35,18,50
Profit & Loss,Tax %,36%,,,,-0%,,,,25%,,,,19%,53%,36%,29%,25%,43%,35%
Profit & Loss,Net Profit,13,,,,-8,,,,15,,,,122,13,21,31,27,10,33
Profit & Loss,EPS in Rs,10.59,,,,-7.59,,,,12.83,,,,165.01,18.89,25.57,29.79,24.56,1.88,40.51
Profit & Loss,Dividend Payout %,47%,,,,-66%,,,,39%,,,,3%,66%,49%,34%,41%,133%,31%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,4,,,,4,,,,4,,,,4,4,4,4,4,4,4
Balance Sheet,Reserves,236,,,,228,,,,232,,,,434,172,198,209,219,211,238
Balance Sheet,Borrowings,124,,,,132,,,,140,,,,53,58,49,65,113,121,123
Balance Sheet,Other Liabilities,147,,,,151,,,,223,,,,230,77,78,152,146,161,148
