Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,637,693,620,612,724,724,757,698,803,892,940,889,957,,,,,,,
Quarterly Results,Expenses,606,667,598,583,692,700,726,672,767,856,904,850,912,,,,,,,
Quarterly Results,Operating Profit,31,26,21,29,32,25,32,26,37,36,36,38,45,,,,,,,
Quarterly Results,OPM %,5%,4%,3%,5%,4%,3%,4%,4%,5%,4%,4%,4%,5%,,,,,,,
Quarterly Results,Other Income,2,1,1,2,4,3,6,4,3,4,4,4,6,,,,,,,
Quarterly Results,Interest,7,8,7,8,9,10,10,9,11,12,13,14,16,,,,,,,
Quarterly Results,Depreciation,4,5,5,5,4,5,5,5,5,5,5,5,6,,,,,,,
Quarterly Results,Profit before tax,22,14,10,18,22,13,23,16,23,23,22,23,30,,,,,,,
Quarterly Results,Tax %,24%,27%,27%,27%,27%,29%,37%,25%,17%,27%,22%,21%,37%,,,,,,,
Quarterly Results,Net Profit,17,10,8,13,16,9,14,12,19,16,17,18,19,,,,,,,
Quarterly Results,EPS in Rs,3.75,2.26,1.72,2.80,3.42,2.13,3.12,2.62,4.00,3.14,3.82,3.73,3.59,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2289,,,,2650,,,,2983,,,,3677,747,728,801,1138,1423,1446,1527
Profit & Loss,Expenses,2179,,,,2540,,,,2864,,,,3522,712,693,750,1069,1356,1386,1465
Profit & Loss,Operating Profit,110,,,,109,,,,120,,,,155,35,35,51,69,67,60,62
Profit & Loss,OPM %,5%,,,,4%,,,,4%,,,,4%,5%,5%,6%,6%,5%,4%,4%
Profit & Loss,Other Income,8,,,,7,,,,15,,,,18,2,2,2,3,4,4,3
Profit & Loss,Interest,28,,,,34,,,,41,,,,54,15,14,11,18,30,29,26
Profit & Loss,Depreciation,18,,,,18,,,,20,,,,22,7,8,8,11,16,19,18
Profit & Loss,Profit before tax,73,,,,64,,,,75,,,,97,15,15,34,43,25,17,21
Profit & Loss,Tax %,25%,,,,27%,,,,27%,,,,28%,35%,35%,34%,36%,35%,13%,26%
Profit & Loss,Net Profit,54,,,,47,,,,55,,,,70,10,10,22,28,16,15,16
Profit & Loss,EPS in Rs,11.86,,,,10.20,,,,11.88,,,,14.28,2.24,2.19,5.01,6.18,3.55,3.28,3.39
Profit & Loss,Dividend Payout %,21%,,,,24%,,,,42%,,,,18%,22%,17%,12%,10%,18%,8%,15%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,22,,,,22,,,,22,11,11,11,11,11,11,11
Balance Sheet,Reserves,260,,,,290,,,,388,,,,438,56,63,114,156,173,168,189
Balance Sheet,Borrowings,270,,,,267,,,,249,,,,305,113,118,148,255,314,292,361
Balance Sheet,Other Liabilities,174,,,,251,,,,294,,,,537,34,21,66,103,111,70,85
Balance Sheet,Total Liabilities,715,,,,829,,,,954,,,,1302,213,213,339,525,609,541,646
Balance Sheet,Fixed Assets,151,,,,147,,,,216,,,,406,48,52,72,141,169,167,158
Balance Sheet,CWIP,7,,,,4,,,,29,,,,113,0,2,0,6,1,1,3
Balance Sheet,Investments,66,,,,80,,,,43,,,,19,0,0,41,66,48,27,37
Balance Sheet,Other Assets,492,,,,599,,,,666,,,,764,165,159,225,312,392,346,447
Balance Sheet,Total Assets,715,,,,829,,,,954,,,,1302,213,213,339,525,609,541,646
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,151,,,,65,,,,138,,,,227,,23,21,2,-8,64,-26
Cash Flows,Cash from Investing Activity,-19,,,,-20,,,,-6,,,,-268,,-11,-31,-64,-16,-17,-14
Cash Flows,Cash from Financing Activity,-121,,,,-45,,,,-107,,,,3,,-13,21,53,28,-54,42
Cash Flows,Net Cash Flow,11,,,,-1,,,,26,,,,-38,,-1,11,-9,4,-6,3
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,50,,,,47,,,,39,,,,39,58,58,67,71,62,55,68
Ratios,Inventory Days,22,,,,29,,,,27,,,,26,9,11,21,16,29,29,36
Ratios,Days Payable,23,,,,29,,,,33,,,,46,9,3,21,20,18,9,12
Ratios,Cash Conversion Cycle,49,,,,46,,,,33,,,,18,57,66,67,68,73,75,92
Ratios,Working Capital Days,52,,,,49,,,,39,,,,20,59,65,68,68,71,66,89
Ratios,ROCE %,18%,,,,17%,,,,17%,,,,20%,,16%,19%,17%,12%,9%,9%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,73.04%,73.04%,73.04%,73.04%,73.04%,73.04%,73.04%,73.04%,73.04%,73.04%,72.98%,72.98%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.42%,0.59%,0.57%,0.57%,0.15%,0.07%,0.03%,0.20%,0.48%,0.31%,0.17%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.24%,,,,,,,
Shareholding Pattern (Quarterly),Public,,26.96%,26.53%,26.35%,26.38%,26.40%,26.80%,26.89%,26.92%,26.75%,26.48%,26.72%,26.63%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,6800,17536,17907,17281,15661,18923,18346,16579,18401,19140,19079,18848,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
