Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2002,Mar 2021,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Quarterly Results,Revenue,4216,4436,4719,5057,5195,5427,5825,6180,6634,6539,6854,7116,7635,,,,,,
Quarterly Results,Interest,2605,2681,2764,2784,2917,3102,3477,3780,3868,4096,4315,4324,4510,,,,,,
Quarterly Results,Expenses,2516,1953,2585,2664,2822,2621,2829,2583,4049,2738,3191,2852,3152,,,,,,
Quarterly Results,Financing Profit,-905,-198,-630,-391,-544,-296,-481,-183,-1283,-295,-652,-60,-27,,,,,,
Quarterly Results,Financing Margin %,-21%,-4%,-13%,-8%,-10%,-5%,-8%,-3%,-19%,-5%,-10%,-1%,-0%,,,,,,
Quarterly Results,Other Income,1505,595,1135,951,1436,807,1117,1263,2479,1048,1636,1299,1623,,,,,,
Quarterly Results,Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Quarterly Results,Profit before tax,600,397,505,560,891,511,636,1080,1196,754,984,1239,1595,,,,,,
Quarterly Results,Tax %,8%,1%,1%,1%,26%,1%,1%,33%,32%,14%,21%,29%,32%,,,,,,
Quarterly Results,Net Profit,552,393,500,555,656,504,627,724,810,649,780,875,1092,,,,,,
Quarterly Results,EPS in Rs,0.29,0.21,0.26,0.29,0.35,0.27,0.33,0.38,0.43,0.34,0.41,0.46,0.57,,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,16736,,,,19407,,,,24066,,,,28144,3171,16976,,,,
Profit & Loss,Interest,10419,,,,11146,,,,14226,,,,17244,2203,11069,,,,
Profit & Loss,Expenses,9270,,,,9763,,,,11746,,,,11538,1273,10367,,,,
Profit & Loss,Financing Profit,-2954,,,,-1503,,,,-1906,,,,-639,-305,-4461,,,,
Profit & Loss,Financing Margin %,-18%,,,,-8%,,,,-8%,,,,-2%,-10%,-26%,,,,
Profit & Loss,Other Income,4905,,,,4116,,,,5665,,,,5607,536,5486,,,,
Profit & Loss,Depreciation,173,,,,260,,,,336,,,,395,0,258,,,,
Profit & Loss,Profit before tax,1779,,,,2353,,,,3423,,,,4573,231,767,,,,
Profit & Loss,Tax %,4%,,,,11%,,,,22%,,,,26%,0%,1%,,,,
Profit & Loss,Net Profit,1709,,,,2104,,,,2666,,,,3396,231,758,,,,
Profit & Loss,EPS in Rs,0.90,,,,1.11,,,,1.41,,,,1.76,,0.46,,,,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,23%,0%,,,,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,18902,,,,18902,,,,18902,,,,19257,445,16647,,,,
Balance Sheet,Reserves,3695,,,,5974,,,,8659,,,,12977,654,452,,,,
Balance Sheet,Deposits,262214,,,,260974,,,,286121,,,,311939,31808,240353,,,,
Balance Sheet,Borrowing,3071,,,,20804,,,,30387,,,,42228,180,3672,,,,
Balance Sheet,Other Liabilities,11148,,,,6785,,,,7799,,,,8308,2389,13106,,,,
Balance Sheet,Total Liabilities,299030,,,,313438,,,,351869,,,,394708,35477,274229,,,,
Balance Sheet,Fixed Assets,3366,,,,3711,,,,3726,,,,4581,387,2918,,,,
Balance Sheet,CWIP,0,,,,0,,,,14,,,,74,0,1,,,,
Balance Sheet,Investments,97641,,,,93643,,,,99194,,,,110588,15015,95485,,,,
Balance Sheet,Other Assets,198023,,,,216085,,,,248935,,,,279465,20075,175825,,,,
Balance Sheet,Total Assets,299030,,,,313438,,,,351869,,,,394708,35477,274229,,,,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,5539,,,,-13655,,,,-1119,,,,2840,,4949,,,,
Cash Flows,Cash from Investing Activity,-49,,,,-560,,,,-359,,,,-579,,-46,,,,
Cash Flows,Cash from Financing Activity,479,,,,-1916,,,,-528,,,,144,,1813,,,,
Cash Flows,Net Cash Flow,5969,,,,-16130,,,,-2006,,,,2405,,6716,,,,
,,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,9%,,,,9%,,,,10%,,,,11%,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,96.38%,96.38%,96.38%,96.38%,96.38%,96.38%,96.38%,96.38%,96.38%,96.38%,96.38%,94.61%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.07%,0.08%,0.10%,0.14%,0.09%,0.15%,0.03%,0.05%,0.05%,0.04%,0.02%,0.22%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.33%,1.34%,1.36%,1.35%,1.33%,1.33%,1.29%,1.29%,1.30%,1.30%,1.30%,2.59%,,,,,,
Shareholding Pattern (Quarterly),Public,,2.21%,2.19%,2.16%,2.11%,2.20%,2.13%,2.28%,2.28%,2.27%,2.29%,2.30%,2.58%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,474939,471356,511642,509599,510387,668177,727348,1006185,996568,977592,977917,977863,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,96.38%,,,,96.38%,,,,96.38%,,,,94.61%,,95.84%,79.56%,89.74%,92.52%,95.84%
Shareholding Pattern (Yearly),FIIs,0.08%,,,,0.14%,,,,0.05%,,,,0.22%,,0.07%,0.81%,0.54%,0.27%,0.18%
