Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1284,1439,1584,1761,1890,2018,2064,2227,2447,2402,2495,2653,2863,,,,,,,,
Quarterly Results,Expenses,749,1015,1115,1236,1635,1265,1337,1558,1630,1506,1636,1662,1854,,,,,,,,
Quarterly Results,Operating Profit,534,424,468,526,254,753,726,669,817,896,859,992,1009,,,,,,,,
Quarterly Results,OPM %,42%,29%,30%,30%,13%,37%,35%,30%,33%,37%,34%,37%,35%,,,,,,,,
Quarterly Results,Other Income,82,223,180,457,118,251,184,116,263,160,260,562,241,,,,,,,,
Quarterly Results,Interest,528,516,560,590,672,594,673,857,823,889,1031,829,955,,,,,,,,
Quarterly Results,Depreciation,260,218,254,266,301,296,373,393,405,466,474,479,491,,,,,,,,
Quarterly Results,Profit before tax,-171,-87,-166,127,-601,114,-135,-465,-148,-300,-386,246,-196,,,,,,,,
Quarterly Results,Tax %,-25%,30%,18%,17%,6%,85%,40%,5%,13%,13%,11%,18%,29%,,,,,,,,
Quarterly Results,Net Profit,-129,-113,-195,105,-637,17,-190,-486,-168,-338,-429,202,-253,,,,,,,,
Quarterly Results,EPS in Rs,-0.23,-0.23,-0.32,0.32,-0.73,0.03,-0.15,-0.53,-0.20,-0.23,-0.27,0.25,-0.23,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,4601,,,,6674,,,,8755,,,,10414,10653,11088,8261,9557,8556,7411,8395,3566
Profit & Loss,Expenses,2495,,,,4947,,,,5783,,,,6648,8097,8533,7804,6394,6999,5958,6217,2661
Profit & Loss,Operating Profit,2106,,,,1727,,,,2972,,,,3766,2556,2555,457,3163,1558,1453,2178,905
Profit & Loss,OPM %,46%,,,,26%,,,,34%,,,,36%,24%,23%,6%,33%,18%,20%,26%,25%
Profit & Loss,Other Income,-341,,,,923,,,,788,,,,1214,2145,23,369,381,718,-1228,144,-1930
Profit & Loss,Interest,2019,,,,2338,,,,2929,,,,3705,2972,3572,2196,2128,2316,2684,3545,1803
Profit & Loss,Depreciation,889,,,,1038,,,,1466,,,,1910,1455,1813,1197,1019,1028,984,1064,886
Profit & Loss,Profit before tax,-1144,,,,-727,,,,-635,,,,-635,275,-2806,-2568,397,-1069,-3444,-2287,-3714
Profit & Loss,Tax %,-1%,,,,16%,,,,30%,,,,29%,61%,5%,7%,187%,4%,-3%,-4%,-8%
Profit & Loss,Net Profit,-1131,,,,-840,,,,-828,,,,-817,108,-2972,-2749,-347,-1115,-3356,-2202,-3428
Profit & Loss,EPS in Rs,-1.70,,,,-0.30,,,,-0.93,,,,-0.37,0.02,-5.16,-4.49,-0.94,-2.26,-5.93,-4.02,-4.63
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,389%,-0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,604,,,,604,,,,604,,,,1056,389,436,604,604,604,604,604,604
Balance Sheet,Reserves,-1421,,,,-1396,,,,-2768,,,,-3559,6095,5337,4387,4739,2842,-1057,-3062,-2322
Balance Sheet,Borrowings,26633,,,,32157,,,,35905,,,,38218,47333,49929,39444,21484,23441,27580,34442,36864
Balance Sheet,Other Liabilities,11272,,,,12557,,,,14748,,,,13042,11280,11091,14708,10026,11012,12949,14319,14697
Balance Sheet,Total Liabilities,37087,,,,43921,,,,48489,,,,48757,65097,66794,59143,36852,37898,40075,46302,49843
Balance Sheet,Fixed Assets,10325,,,,15157,,,,28737,,,,28224,33639,34183,34513,15773,15643,16080,16178,12772
Balance Sheet,CWIP,10176,,,,11175,,,,1674,,,,3802,15734,17247,2155,239,589,858,3811,6622
Balance Sheet,Investments,3798,,,,4478,,,,4425,,,,4288,880,1413,6545,12422,12871,10115,10119,9674
Balance Sheet,Other Assets,12788,,,,13111,,,,13653,,,,12443,14845,13951,15930,8417,8795,13022,16194,20775
Balance Sheet,Total Assets,37087,,,,43921,,,,48489,,,,48757,65097,66794,59143,36852,37898,40075,46302,49843
,,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,3256,,,,2199,,,,3880,,,,3443,2590,2915,3498,4504,2347,2052,1376,3
Cash Flows,Cash from Investing Activity,-2043,,,,-2310,,,,-5792,,,,-3673,-5512,-3159,-1660,1485,-962,-3605,-987,2434
Cash Flows,Cash from Financing Activity,-3894,,,,1731,,,,467,,,,-1010,634,448,-2018,-5727,-1191,816,1617,-1056
Cash Flows,Net Cash Flow,-2681,,,,1620,,,,-1445,,,,-1240,-2289,204,-180,263,194,-737,2005,1382
,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,30,,,,20,,,,20,,,,19,55,53,68,66,75,71,62,117
Ratios,Inventory Days,,,,,,,,,,,,,,120,104,82,33,20,37,56,
Ratios,Days Payable,,,,,,,,,,,,,,588,694,466,366,372,639,605,
Ratios,Cash Conversion Cycle,30,,,,20,,,,20,,,,19,-414,-536,-316,-266,-277,-531,-488,117
Ratios,Working Capital Days,-196,,,,-162,,,,-173,,,,0,-257,-299,-303,-128,-180,-256,-426,-317
Ratios,ROCE %,5%,,,,4%,,,,6%,,,,7%,3%,2%,-1%,7%,4%,5%,6%,1%
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,58.90%,58.90%,58.90%,59.00%,59.07%,59.07%,59.07%,59.07%,59.07%,66.07%,66.07%,66.24%,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,27.80%,27.85%,27.84%,28.36%,28.15%,28.01%,27.38%,26.78%,25.98%,14.81%,14.86%,15.09%,,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,2.11%,3.91%,4.23%,4.11%,4.43%,4.28%,5.22%,6.07%,5.74%,4.46%,4.32%,4.13%,,,,,,,,
Shareholding Pattern (Quarterly),Public,,11.19%,9.36%,9.05%,8.54%,8.36%,8.65%,8.34%,8.08%,9.21%,14.65%,14.74%,14.55%,,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,499441,498328,477731,465886,443708,461999,542960,693438,866851,853872,868022,856740,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,58.90%,,,,59.00%,,,,59.07%,,,,66.24%,,,,61.66%,61.66%,63.22%,65.31%,62.61%
Shareholding Pattern (Yearly),FIIs,27.66%,,,,28.36%,,,,26.78%,,,,15.09%,,,,20.42%,17.06%,18.21%,20.58%,23.75%
Shareholding Pattern (Yearly),DIIs,2.45%,,,,4.11%,,,,6.07%,,,,4.13%,,,,7.83%,9.12%,6.59%,3.73%,3.15%
Shareholding Pattern (Yearly),Public,10.99%,,,,8.54%,,,,8.08%,,,,14.55%,,,,10.09%,11.87%,11.69%,10.37%,10.50%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.30%,0.30%,0.00%,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,517167,,,,465886,,,,693438,,,,856740,,,,414865,429165,396937,367711,358271
,,,,,,,,,,,,,,,,,,,,,,
