Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,66.66%,66.66%,66.66%,67.16%,67.16%,67.16%,67.32%,67.33%,67.33%,61.28%,61.28%,61.49%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.16%,0.17%,0.16%,0.16%,0.20%,0.25%,0.74%,0.98%,1.08%,4.52%,4.05%,4.41%,,,,,,
Shareholding Pattern (Quarterly),DIIs,11.49%,11.46%,11.46%,11.46%,11.46%,11.39%,11.40%,11.51%,12.08%,12.77%,13.56%,14.80%,,,,,,
Shareholding Pattern (Quarterly),Public,21.69%,21.71%,21.71%,21.21%,21.17%,21.20%,20.52%,20.17%,19.50%,21.42%,21.10%,19.29%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,11446,12618,14890,14896,20917,29604,32954,33847,33135,40908,44479,44669,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,67.16%,,,,67.33%,,,,61.49%,70.35%,66.44%,66.46%,67.44%,70.07%,66.66%
Shareholding Pattern (Yearly),FIIs,,,,0.16%,,,,0.98%,,,,4.41%,0.00%,0.00%,0.00%,2.13%,1.88%,1.19%
Shareholding Pattern (Yearly),DIIs,,,,11.46%,,,,11.51%,,,,14.80%,6.94%,6.84%,6.40%,6.33%,5.74%,11.51%
Shareholding Pattern (Yearly),Public,,,,21.21%,,,,20.17%,,,,19.29%,22.71%,26.72%,27.15%,24.10%,22.31%,20.64%
Shareholding Pattern (Yearly),No. of Shareholders,,,,14896,,,,33847,,,,44669,2893,4970,4619,4395,8776,12296
,,,,,,,,,,,,,,,,,,,
