Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,22.64%,22.64%,22.64%,22.64%,22.64%,22.64%,22.64%,22.64%,22.64%,22.64%,22.64%,22.64%,,,,,,
Shareholding Pattern (Quarterly),FIIs,2.32%,1.96%,0.14%,0.01%,0.00%,1.73%,0.00%,0.03%,0.01%,0.00%,0.00%,0.09%,,,,,,
Shareholding Pattern (Quarterly),DIIs,0.02%,0.00%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
Shareholding Pattern (Quarterly),Government,1.67%,1.67%,1.67%,1.67%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,,,,,,
Shareholding Pattern (Quarterly),Public,73.36%,73.75%,75.46%,75.59%,75.70%,73.97%,75.70%,75.66%,75.69%,75.69%,75.69%,75.61%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,120243,118513,120549,119414,116079,115468,117682,121863,123147,124717,124684,125109,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,22.64%,,,,22.64%,,,,22.64%,22.64%,22.64%,22.64%,22.64%,22.64%,22.64%
Shareholding Pattern (Yearly),FIIs,,,,0.01%,,,,0.03%,,,,0.09%,0.00%,0.00%,0.00%,0.00%,1.23%,2.80%
Shareholding Pattern (Yearly),DIIs,,,,0.10%,,,,0.00%,,,,0.00%,1.01%,0.27%,0.03%,0.02%,0.02%,0.01%
Shareholding Pattern (Yearly),Government,,,,1.67%,,,,1.66%,,,,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%
Shareholding Pattern (Yearly),Public,,,,75.59%,,,,75.66%,,,,75.61%,74.69%,75.43%,75.67%,75.68%,74.45%,72.89%
Shareholding Pattern (Yearly),No. of Shareholders,,,,119414,,,,121863,,,,125109,73591,70444,69357,66898,66456,114096
,,,,,,,,,,,,,,,,,,,
