Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,67.80%,67.80%,67.80%,67.80%,57.70%,57.70%,57.70%,57.70%,51.05%,51.05%,51.05%,51.05%,,,,,,
Shareholding Pattern (Quarterly),FIIs,3.64%,3.90%,4.30%,3.95%,6.56%,6.71%,7.13%,7.20%,12.53%,13.14%,12.97%,10.68%,,,,,,
Shareholding Pattern (Quarterly),DIIs,12.63%,12.13%,12.14%,12.44%,19.11%,19.68%,22.57%,23.62%,25.57%,24.80%,24.93%,26.80%,,,,,,
Shareholding Pattern (Quarterly),Public,15.93%,16.16%,15.75%,15.79%,16.64%,15.91%,12.59%,11.45%,10.84%,11.02%,11.04%,11.46%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,59564,67509,68785,66652,74339,73429,70040,62838,66162,69093,71438,76270,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,67.80%,,,,57.70%,,,,51.05%,75.00%,75.00%,67.80%,67.80%,67.80%,67.80%
Shareholding Pattern (Yearly),FIIs,,,,3.95%,,,,7.20%,,,,10.68%,1.65%,2.28%,2.35%,2.20%,2.93%,2.90%
Shareholding Pattern (Yearly),DIIs,,,,12.44%,,,,23.62%,,,,26.80%,9.44%,9.40%,7.63%,9.57%,11.42%,13.01%
Shareholding Pattern (Yearly),Public,,,,15.79%,,,,11.45%,,,,11.46%,13.91%,13.32%,22.22%,20.43%,17.85%,16.29%
Shareholding Pattern (Yearly),No. of Shareholders,,,,66652,,,,62838,,,,76270,52348,51510,50167,49122,48361,55480
,,,,,,,,,,,,,,,,,,,
