Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,231,188,226,255,305,252,293,324,375,315,361,381,430,,,,,,,
Quarterly Results,Expenses,164,169,189,196,209,220,236,247,253,267,278,273,293,,,,,,,
Quarterly Results,Operating Profit,67,19,38,59,96,32,57,77,123,48,83,108,137,,,,,,,
Quarterly Results,OPM %,29%,10%,17%,23%,32%,13%,20%,24%,33%,15%,23%,28%,32%,,,,,,,
Quarterly Results,Other Income,5,10,7,9,8,13,9,11,15,23,19,8,14,,,,,,,
Quarterly Results,Interest,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
Quarterly Results,Depreciation,5,6,6,6,7,7,7,7,7,8,8,9,9,,,,,,,
Quarterly Results,Profit before tax,66,23,37,61,96,37,59,80,129,61,93,107,141,,,,,,,
Quarterly Results,Tax %,13%,16%,19%,23%,17%,18%,18%,15%,18%,23%,24%,17%,23%,,,,,,,
Quarterly Results,Net Profit,57,19,30,47,80,30,48,68,105,48,70,89,108,,,,,,,
Quarterly Results,EPS in Rs,4.10,1.37,2.14,3.38,5.71,2.16,3.41,4.88,7.50,3.39,5.01,6.34,7.65,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,779,,,,974,,,,1244,,,,1487,308,347,427,512,621,661,673
Profit & Loss,Expenses,584,,,,762,,,,956,,,,1111,251,307,357,415,493,556,480
Profit & Loss,Operating Profit,195,,,,212,,,,288,,,,376,58,39,70,98,128,105,192
Profit & Loss,OPM %,25%,,,,22%,,,,23%,,,,25%,19%,11%,16%,19%,21%,16%,29%
Profit & Loss,Other Income,30,,,,34,,,,48,,,,64,8,3,8,8,20,21,15
