Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,24.39,14.14,28.14,16.68,22.39,17.90,15.82,18.12,22.44,18.74,20.33,21.50,31.34,,,,,
Quarterly Results,Expenses,23.12,12.32,23.54,15.57,20.90,19.95,13.60,16.38,24.93,16.66,18.07,22.73,30.23,,,,,
Quarterly Results,Operating Profit,1.27,1.82,4.60,1.11,1.49,-2.05,2.22,1.74,-2.49,2.08,2.26,-1.23,1.11,,,,,
Quarterly Results,OPM %,5.21%,12.87%,16.35%,6.65%,6.65%,-11.45%,14.03%,9.60%,-11.10%,11.10%,11.12%,-5.72%,3.54%,,,,,
Quarterly Results,Other Income,0.37,0.00,0.00,0.00,0.54,0.00,0.02,0.00,7.04,0.00,0.00,0.00,0.29,,,,,
Quarterly Results,Interest,0.90,0.33,0.44,0.38,0.07,0.20,0.19,0.28,0.36,0.30,0.41,0.37,0.35,,,,,
Quarterly Results,Depreciation,0.12,0.11,0.11,0.06,0.06,0.05,0.05,0.04,0.06,0.04,0.04,0.03,0.03,,,,,
Quarterly Results,Profit before tax,0.62,1.38,4.05,0.67,1.90,-2.30,2.00,1.42,4.13,1.74,1.81,-1.63,1.02,,,,,
Quarterly Results,Tax %,25.81%,10.14%,5.19%,-43.28%,5.79%,0.00%,0.00%,-0.70%,1.21%,4.60%,3.31%,-7.98%,26.47%,,,,,
Quarterly Results,Net Profit,0.46,1.25,3.84,0.95,1.80,-2.30,2.01,1.42,4.09,1.66,1.75,-1.50,0.74,,,,,
Quarterly Results,EPS in Rs,0.17,0.47,1.46,0.36,0.68,-0.87,0.76,0.54,1.55,0.63,0.66,-0.57,0.28,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,85.19,,,,81.35,,,,74.29,,,,91.91,43.88,63.18,65.79,54.08,
Profit & Loss,Expenses,72.49,,,,72.69,,,,74.86,,,,87.70,38.39,53.79,57.71,47.72,
Profit & Loss,Operating Profit,12.70,,,,8.66,,,,-0.57,,,,4.21,5.49,9.39,8.08,6.36,
Profit & Loss,OPM %,14.91%,,,,10.65%,,,,-0.77%,,,,4.58%,12.51%,14.86%,12.28%,11.76%,
Profit & Loss,Other Income,0.40,,,,0.71,,,,7.06,,,,0.29,0.74,0.17,1.07,-3.78,
Profit & Loss,Interest,2.47,,,,1.27,,,,1.04,,,,1.42,1.89,1.88,2.51,2.38,
Profit & Loss,Depreciation,0.88,,,,0.29,,,,0.20,,,,0.14,0.27,0.57,1.74,1.39,
Profit & Loss,Profit before tax,9.75,,,,7.81,,,,5.25,,,,2.94,4.07,7.11,4.90,-1.19,
Profit & Loss,Tax %,10.36%,,,,2.18%,,,,0.76%,,,,9.86%,28.50%,19.69%,1.63%,-1.68%,
Profit & Loss,Net Profit,8.74,,,,7.63,,,,5.21,,,,2.64,2.91,5.71,4.83,-1.17,
Profit & Loss,EPS in Rs,3.30,,,,2.90,,,,1.98,,,,1.00,1.19,2.34,1.82,-0.44,
Profit & Loss,Dividend Payout %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.00%,-10.47%,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,17.64,,,,26.34,,,,26.34,,26.34,,,7.50,11.25,12.25,12.25,
Balance Sheet,Reserves,28.76,,,,46.55,,,,52.11,,55.65,,,15.32,17.27,26.48,25.16,
Balance Sheet,Borrowings,9.68,,,,9.88,,,,14.74,,14.33,,,12.13,16.07,16.11,17.91,
Balance Sheet,Other Liabilities,16.11,,,,11.37,,,,5.65,,8.52,,,12.73,7.62,10.04,10.25,
Balance Sheet,Total Liabilities,72.19,,,,94.14,,,,98.84,,104.84,,,47.68,52.21,64.88,65.57,
Balance Sheet,Fixed Assets,1.49,,,,1.34,,,,1.15,,1.08,,,2.11,2.21,4.35,3.47,
Balance Sheet,CWIP,0.00,,,,0.00,,,,0.00,,0.00,,,0.00,0.00,0.00,0.00,
Balance Sheet,Investments,0.35,,,,0.44,,,,0.35,,0.35,,,0.66,0.72,0.16,0.35,
Balance Sheet,Other Assets,70.35,,,,92.36,,,,97.34,,103.41,,,44.91,49.28,60.37,61.75,
Balance Sheet,Total Assets,72.19,,,,94.14,,,,98.84,,104.84,,,47.68,52.21,64.88,65.57,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,6.35,,,,-13.10,,,,-3.04,,,,9.09,1.79,-0.81,-1.43,2.74,
Cash Flows,Cash from Investing Activity,1.43,,,,0.32,,,,0.14,,,,0.15,-1.28,-0.54,0.34,0.53,
Cash Flows,Cash from Financing Activity,-10.84,,,,17.12,,,,3.73,,,,-2.35,-0.28,2.32,3.26,-1.26,
