Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2018
Quarterly Results,Sales,156.16,166.07,186.03,148.95,159.21,157.98,157.09,156.20,93.55,153.89,160.58,110.24,93.80,,,,
Quarterly Results,Expenses,143.31,148.98,163.75,132.20,142.82,139.71,139.44,137.99,73.42,136.51,141.29,94.19,77.88,,,,
Quarterly Results,Operating Profit,12.85,17.09,22.28,16.75,16.39,18.27,17.65,18.21,20.13,17.38,19.29,16.05,15.92,,,,
Quarterly Results,OPM %,8.23%,10.29%,11.98%,11.25%,10.29%,11.56%,11.24%,11.66%,21.52%,11.29%,12.01%,14.56%,16.97%,,,,
Quarterly Results,Other Income,3.11,2.29,2.24,6.41,6.53,1.53,2.60,1.78,-3.96,1.52,1.84,-0.79,-1.54,,,,
Quarterly Results,Interest,5.70,6.30,7.55,7.30,7.91,7.49,7.82,7.54,7.01,7.74,7.58,6.15,6.03,,,,
Quarterly Results,Depreciation,7.71,8.54,9.79,10.14,9.91,10.10,10.29,9.98,6.98,10.26,10.37,7.28,6.82,,,,
Quarterly Results,Profit before tax,2.55,4.54,7.18,5.72,5.10,2.21,2.14,2.47,2.18,0.90,3.18,1.83,1.53,,,,
Quarterly Results,Tax %,-3.92%,26.21%,30.08%,15.73%,15.88%,25.79%,16.82%,26.32%,52.75%,28.89%,26.73%,36.61%,39.22%,,,,
Quarterly Results,Net Profit,2.65,3.35,5.02,4.82,4.29,1.65,1.79,1.82,1.03,0.65,2.33,1.16,0.92,,,,
Quarterly Results,EPS in Rs,1.47,1.86,2.79,2.68,2.38,0.92,0.99,1.01,0.57,0.36,1.27,0.63,0.50,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,591,,,,660,,,,615,,,,418,799,772,626,
Profit & Loss,Expenses,540,,,,586,,,,541,,,,353,740,737,619,
Profit & Loss,Operating Profit,51,,,,75,,,,74,,,,65,59,35,7,
Profit & Loss,OPM %,9%,,,,11%,,,,12%,,,,16%,7%,5%,1%,
Profit & Loss,Other Income,14,,,,17,,,,9,,,,-4,6,6,16,
Profit & Loss,Interest,24,,,,31,,,,34,,,,25,14,33,27,
Profit & Loss,Depreciation,34,,,,38,,,,40,,,,29,18,42,39,
Profit & Loss,Profit before tax,8,,,,23,,,,8,,,,8,33,-34,-43,
Profit & Loss,Tax %,17%,,,,22%,,,,24%,,,,34%,36%,-8%,-24%,
Profit & Loss,Net Profit,6,,,,17,,,,6,,,,5,21,-31,-33,
Profit & Loss,EPS in Rs,3.58,,,,9.71,,,,3.47,,,,2.75,11.76,-17.37,-18.30,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,8%,0%,0%,
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,18,,,,18,,,,18,,,,18,18,18,18,
Balance Sheet,Reserves,190,,,,207,,,,221,,,,233,270,215,183,
Balance Sheet,Borrowings,242,,,,310,,,,321,,,,295,109,287,244,
Balance Sheet,Other Liabilities,201,,,,200,,,,171,,,,214,153,178,185,
Balance Sheet,Total Liabilities,651,,,,735,,,,732,,,,761,550,698,630,
Balance Sheet,Fixed Assets,201,,,,244,,,,244,,,,226,132,277,230,
Balance Sheet,CWIP,1,,,,1,,,,0,,,,0,2,1,1,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,0,
Balance Sheet,Other Assets,449,,,,491,,,,488,,,,535,416,421,400,
Balance Sheet,Total Assets,651,,,,735,,,,732,,,,761,550,698,630,
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,31,,,,39,,,,51,,,,67,-11,57,48,
Cash Flows,Cash from Investing Activity,-14,,,,20,,,,-10,,,,-9,-15,-15,-2,
Cash Flows,Cash from Financing Activity,-42,,,,-63,,,,-51,,,,-42,-17,-26,-45,
Cash Flows,Net Cash Flow,-25,,,,-4,,,,-9,,,,17,-43,16,1,
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,82,,,,104,,,,110,,,,193,61,56,70,
Ratios,Inventory Days,165,,,,172,,,,210,,,,415,114,126,169,
Ratios,Days Payable,177,,,,172,,,,169,,,,377,97,118,200,
Ratios,Cash Conversion Cycle,70,,,,103,,,,151,,,,231,78,65,39,
Ratios,Working Capital Days,117,,,,128,,,,152,,,,228,99,90,90,
Ratios,ROCE %,8%,,,,10%,,,,8%,,,,8%,,-0%,-3%,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,60.27%,60.28%,60.28%,60.28%,60.28%,60.28%,60.28%,60.64%,60.09%,59.83%,59.83%,59.83%,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.06%,0.00%,0.01%,0.00%,0.00%,0.01%,0.10%,0.02%,0.00%,0.00%,0.02%,,,,
Shareholding Pattern (Quarterly),DIIs,,8.66%,8.21%,6.60%,6.24%,5.87%,5.67%,6.37%,6.66%,6.77%,6.55%,6.34%,5.77%,,,,
Shareholding Pattern (Quarterly),Public,,31.07%,31.46%,33.12%,33.48%,33.86%,34.06%,33.35%,32.60%,33.13%,33.62%,33.83%,34.38%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,41495,39836,39541,39272,39112,38770,36789,34855,33905,33462,32595,32044,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,60.26%,,,,60.28%,,,,60.64%,,,,59.83%,59.73%,60.83%,61.07%,59.70%
Shareholding Pattern (Yearly),FIIs,0.17%,,,,0.01%,,,,0.10%,,,,0.02%,2.77%,0.04%,0.04%,6.21%
Shareholding Pattern (Yearly),DIIs,9.05%,,,,6.24%,,,,6.66%,,,,5.77%,30.68%,25.93%,15.25%,22.08%
Shareholding Pattern (Yearly),Public,30.52%,,,,33.48%,,,,32.60%,,,,34.38%,6.83%,13.20%,23.64%,12.02%
Shareholding Pattern (Yearly),No. of Shareholders,40889,,,,39272,,,,34855,,,,32044,38496,40862,41868,75347
,,,,,,,,,,,,,,,,,,
