Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,665,986,1121,753,652,724,903,542,674,839,988,642,679,,,,
Quarterly Results,Expenses,556,798,843,633,571,644,716,476,534,678,743,536,560,,,,
Quarterly Results,Operating Profit,109,188,278,120,81,81,188,66,140,161,245,106,120,,,,
Quarterly Results,OPM %,16%,19%,25%,16%,12%,11%,21%,12%,21%,19%,25%,17%,18%,,,,
Quarterly Results,Other Income,7,5,11,13,16,18,25,27,27,26,31,31,32,,,,
Quarterly Results,Interest,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,
Quarterly Results,Depreciation,11,11,15,11,14,14,16,16,17,15,16,19,16,,,,
Quarterly Results,Profit before tax,104,180,272,121,82,83,196,75,149,171,260,117,133,,,,
Quarterly Results,Tax %,28%,23%,26%,25%,12%,26%,27%,27%,26%,26%,26%,25%,25%,,,,
Quarterly Results,Net Profit,75,138,201,90,72,62,143,55,110,127,193,87,100,,,,
Quarterly Results,EPS in Rs,1.50,2.77,4.04,1.81,1.45,1.24,2.87,1.10,2.20,2.54,3.85,1.74,2.00,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3061,,,,3511,,,,2844,,,,3149,1913,2228,2425,2645
Profit & Loss,Expenses,2459,,,,2844,,,,2369,,,,2516,1693,1938,2090,2157
Profit & Loss,Operating Profit,602,,,,667,,,,475,,,,633,220,291,335,488
Profit & Loss,OPM %,20%,,,,19%,,,,17%,,,,20%,11%,13%,14%,18%
Profit & Loss,Other Income,27,,,,45,,,,96,,,,120,30,1,-20,19
Profit & Loss,Interest,8,,,,6,,,,6,,,,7,5,4,7,7
Profit & Loss,Depreciation,45,,,,52,,,,62,,,,66,24,28,41,47
Profit & Loss,Profit before tax,576,,,,654,,,,503,,,,680,221,260,267,453
Profit & Loss,Tax %,26%,,,,23%,,,,26%,,,,26%,34%,36%,23%,24%
Profit & Loss,Net Profit,424,,,,502,,,,370,,,,506,145,166,205,345
Profit & Loss,EPS in Rs,8.49,,,,10.06,,,,7.40,,,,10.13,,,4.10,6.92
Profit & Loss,Dividend Payout %,12%,,,,12%,,,,80%,,,,12%,0%,38%,18%,12%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,499,,,,499,,,,499,,,,499,275,275,499,499
Balance Sheet,Reserves,1428,,,,1883,,,,1942,,,,2402,679,774,723,1042
Balance Sheet,Borrowings,38,,,,34,,,,30,,,,52,10,20,36,33
Balance Sheet,Other Liabilities,1045,,,,953,,,,841,,,,1010,694,792,849,1098
Balance Sheet,Total Liabilities,3010,,,,3369,,,,3313,,,,3963,1658,1860,2106,2672
Balance Sheet,Fixed Assets,390,,,,430,,,,563,,,,556,267,279,319,309
Balance Sheet,CWIP,35,,,,71,,,,23,,,,28,9,8,10,14
Balance Sheet,Investments,356,,,,239,,,,346,,,,524,0,0,86,290
Balance Sheet,Other Assets,2228,,,,2629,,,,2381,,,,2854,1383,1572,1690,2058
Balance Sheet,Total Assets,3010,,,,3369,,,,3313,,,,3963,1658,1860,2106,2672
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,222,,,,389,,,,757,,,,453,47,78,221,425
Cash Flows,Cash from Investing Activity,-290,,,,-327,,,,-420,,,,-392,-40,-35,-118,-283
Cash Flows,Cash from Financing Activity,-63,,,,-73,,,,-337,,,,-69,7,-65,-61,-47
Cash Flows,Net Cash Flow,-131,,,,-10,,,,-0,,,,-8,15,-23,42,96
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,101,,,,98,,,,92,,,,91,105,110,128,117
Ratios,Inventory Days,198,,,,157,,,,136,,,,153,203,193,146,185
Ratios,Days Payable,109,,,,86,,,,96,,,,106,176,136,122,145
Ratios,Cash Conversion Cycle,189,,,,169,,,,132,,,,137,133,166,152,157
Ratios,Working Capital Days,129,,,,138,,,,174,,,,182,116,119,112,98
Ratios,ROCE %,33%,,,,29%,,,,20%,,,,25%,,27%,26%,32%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,,,,
Shareholding Pattern (Quarterly),FIIs,,1.90%,2.05%,2.44%,2.40%,2.51%,2.58%,2.61%,2.74%,3.06%,3.49%,3.59%,3.63%,,,,
Shareholding Pattern (Quarterly),DIIs,,6.70%,6.39%,5.52%,5.50%,5.50%,6.06%,6.02%,6.63%,7.13%,6.96%,6.96%,8.13%,,,,
Shareholding Pattern (Quarterly),Public,,16.40%,16.54%,17.02%,17.09%,16.96%,16.33%,16.35%,15.61%,14.79%,14.54%,14.44%,13.23%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,133658,146063,144018,142596,156136,147907,145083,148764,128148,124857,125812,124650,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,75.00%,,,,75.00%,,,,75.00%,,,,75.00%,,,80.30%,75.00%
Shareholding Pattern (Yearly),FIIs,1.69%,,,,2.40%,,,,2.74%,,,,3.63%,,,0.05%,1.12%
Shareholding Pattern (Yearly),DIIs,6.36%,,,,5.50%,,,,6.63%,,,,8.13%,,,4.60%,6.29%
Shareholding Pattern (Yearly),Public,16.95%,,,,17.09%,,,,15.61%,,,,13.23%,,,15.05%,17.59%
Shareholding Pattern (Yearly),No. of Shareholders,139601,,,,142596,,,,148764,,,,124650,,,23610,73327
,,,,,,,,,,,,,,,,,,
