Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,974,977,900,1099,1499,1175,1131,1257,1496,1184,971,1316,1715,,,,,,,
Quarterly Results,Expenses,806,846,755,900,1199,969,886,1057,1250,1020,818,1112,1413,,,,,,,
Quarterly Results,Operating Profit,169,131,145,199,301,206,245,200,246,164,154,204,302,,,,,,,
Quarterly Results,OPM %,17%,13%,16%,18%,20%,18%,22%,16%,16%,14%,16%,15%,18%,,,,,,,
Quarterly Results,Other Income,10,9,10,7,7,9,11,15,39,12,20,19,9,,,,,,,
Quarterly Results,Interest,6,5,5,8,14,10,11,13,12,10,14,7,7,,,,,,,
Quarterly Results,Depreciation,23,19,19,20,25,24,24,25,25,26,26,27,29,,,,,,,
Quarterly Results,Profit before tax,149,116,132,178,268,181,221,178,248,140,134,188,276,,,,,,,
Quarterly Results,Tax %,25%,25%,25%,25%,28%,25%,26%,25%,22%,25%,26%,29%,26%,,,,,,,
Quarterly Results,Net Profit,112,87,99,134,193,135,164,133,193,106,99,133,203,,,,,,,
Quarterly Results,EPS in Rs,15.92,12.39,14.09,19.02,27.33,19.10,23.38,18.96,27.42,15.00,14.32,18.73,29.55,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3139,,,,4474,,,,5059,,,,5186,1688,1718,1412,1767,2755,2586,2298
Profit & Loss,Expenses,2644,,,,3699,,,,4162,,,,4363,1388,1431,1155,1501,2348,2159,1898
Profit & Loss,Operating Profit,495,,,,776,,,,897,,,,824,300,287,257,266,407,427,400
Profit & Loss,OPM %,16%,,,,17%,,,,18%,,,,16%,18%,17%,18%,15%,15%,16%,17%
Profit & Loss,Other Income,38,,,,32,,,,73,,,,60,26,16,14,32,41,59,43
Profit & Loss,Interest,21,,,,31,,,,45,,,,37,9,6,6,10,15,21,23
Profit & Loss,Depreciation,80,,,,83,,,,98,,,,108,54,57,60,61,62,59,57
Profit & Loss,Profit before tax,431,,,,694,,,,828,,,,738,262,240,205,228,371,406,363
Profit & Loss,Tax %,25%,,,,26%,,,,24%,,,,27%,34%,31%,30%,33%,32%,24%,24%
Profit & Loss,Net Profit,323,,,,512,,,,625,,,,542,173,165,144,152,253,308,276
Profit & Loss,EPS in Rs,46.03,,,,72.83,,,,88.85,,,,77.61,24.74,23.58,20.55,21.65,36.08,43.87,39.37
Profit & Loss,Dividend Payout %,20%,,,,16%,,,,16%,,,,18%,15%,16%,18%,18%,17%,18%,24%
,,,,,,,,,,,,,,,,,,,,,
