Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,30.02%,30.02%,34.94%,34.87%,34.87%,34.87%,34.84%,31.55%,31.55%,31.55%,31.53%,31.76%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.35%,0.14%,0.22%,0.22%,0.19%,0.03%,0.33%,0.28%,0.35%,0.31%,0.52%,0.64%,,,,,,
Shareholding Pattern (Quarterly),DIIs,0.22%,0.22%,0.18%,0.18%,0.18%,0.18%,0.18%,0.23%,0.15%,0.28%,0.15%,0.14%,,,,,,
Shareholding Pattern (Quarterly),Government,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.02%,0.02%,0.02%,0.02%,0.02%,,,,,,
Shareholding Pattern (Quarterly),Public,69.38%,69.59%,64.62%,64.69%,64.73%,64.88%,64.63%,67.91%,67.92%,67.84%,67.78%,67.42%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,60935,59664,56410,55550,55345,57973,55725,57593,59811,73686,77386,79698,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,34.87%,,,,31.55%,,,,31.76%,55.00%,55.00%,55.00%,55.00%,55.00%,30.02%
Shareholding Pattern (Yearly),FIIs,,,,0.22%,,,,0.28%,,,,0.64%,0.00%,0.07%,0.00%,0.00%,0.00%,0.42%
Shareholding Pattern (Yearly),DIIs,,,,0.18%,,,,0.23%,,,,0.14%,5.04%,4.40%,3.38%,0.69%,0.23%,0.23%
Shareholding Pattern (Yearly),Government,,,,0.03%,,,,0.02%,,,,0.02%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%
Shareholding Pattern (Yearly),Public,,,,64.69%,,,,67.91%,,,,67.42%,39.93%,40.50%,41.59%,44.28%,44.74%,69.30%
Shareholding Pattern (Yearly),No. of Shareholders,,,,55550,,,,57593,,,,79698,70322,61005,60898,61568,60907,64046
,,,,,,,,,,,,,,,,,,,
