Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2006,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,288.64,291.74,313.77,277.16,286.55,263.50,283.64,272.91,286.87,260.63,246.39,205.06,214.88,,,,,,
Quarterly Results,Expenses,254.05,260.15,275.00,239.37,253.37,230.29,248.50,232.16,246.04,219.69,211.21,178.51,181.66,,,,,,
Quarterly Results,Operating Profit,34.59,31.59,38.77,37.79,33.18,33.21,35.14,40.75,40.83,40.94,35.18,26.55,33.22,,,,,,
Quarterly Results,OPM %,11.98%,10.83%,12.36%,13.63%,11.58%,12.60%,12.39%,14.93%,14.23%,15.71%,14.28%,12.95%,15.46%,,,,,,
Quarterly Results,Other Income,2.21,2.12,2.69,2.18,0.94,3.09,78.45,2.07,3.33,2.41,1.91,3.10,4.30,,,,,,
Quarterly Results,Interest,8.08,7.76,8.14,8.54,8.73,9.00,13.87,8.21,6.69,6.45,5.65,4.93,4.34,,,,,,
Quarterly Results,Depreciation,14.68,19.80,23.54,23.68,15.13,15.01,15.02,14.87,16.28,15.59,16.00,15.95,15.93,,,,,,
Quarterly Results,Profit before tax,14.04,6.15,9.78,7.75,10.26,12.29,84.70,19.74,21.19,21.31,15.44,8.77,17.25,,,,,,
Quarterly Results,Tax %,19.94%,93.98%,63.91%,66.84%,-62.18%,24.33%,14.75%,24.52%,15.90%,33.18%,38.21%,21.66%,43.65%,,,,,,
Quarterly Results,Net Profit,11.24,0.37,3.53,2.57,16.64,9.30,72.22,14.91,17.83,14.24,9.54,6.87,9.72,,,,,,
Quarterly Results,EPS in Rs,5.99,0.20,1.88,1.37,8.87,4.96,38.48,7.94,9.50,7.58,5.08,3.66,5.17,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,971,,,,1169,,,,1107,,,,927,195,471,749,914,722,746
Profit & Loss,Expenses,889,,,,1028,,,,957,,,,791,178,415,654,800,638,656
Profit & Loss,Operating Profit,82,,,,141,,,,150,,,,136,17,56,95,113,84,90
Profit & Loss,OPM %,8%,,,,12%,,,,14%,,,,15%,9%,12%,13%,12%,12%,12%
Profit & Loss,Other Income,8,,,,8,,,,87,,,,12,7,7,20,17,11,10
Profit & Loss,Interest,26,,,,33,,,,38,,,,21,5,4,24,29,33,23
Profit & Loss,Depreciation,52,,,,82,,,,61,,,,63,9,26,39,42,43,43
Profit & Loss,Profit before tax,11,,,,34,,,,138,,,,63,9,33,52,59,19,34
Profit & Loss,Tax %,110%,,,,32%,,,,17%,,,,36%,40%,38%,34%,39%,56%,15%
Profit & Loss,Net Profit,-1,,,,23,,,,114,,,,40,6,20,34,36,8,29
Profit & Loss,EPS in Rs,-0.59,,,,12.31,,,,60.84,,,,21.48,,10.73,18.24,18.96,4.41,15.34
Profit & Loss,Dividend Payout %,-256%,,,,20%,,,,8%,,,,0%,42%,23%,19%,18%,34%,13%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,19,,,,19,,,,19,,,,19,9,19,19,19,19,19
Balance Sheet,Reserves,312,,,,336,,,,447,,,,465,30,183,222,253,257,302
Balance Sheet,Borrowings,471,,,,457,,,,298,,,,202,90,319,366,440,352,427
Balance Sheet,Other Liabilities,201,,,,171,,,,144,,,,118,52,160,128,155,161,174
Balance Sheet,Total Liabilities,1002,,,,983,,,,908,,,,804,181,680,734,867,789,922
Balance Sheet,Fixed Assets,528,,,,496,,,,462,,,,445,105,403,423,444,446,468
Balance Sheet,CWIP,38,,,,13,,,,4,,,,1,7,11,13,19,34,71
Balance Sheet,Investments,12,,,,12,,,,12,,,,1,0,0,0,4,8,10
Balance Sheet,Other Assets,424,,,,462,,,,430,,,,357,70,267,298,400,301,373
Balance Sheet,Total Assets,1002,,,,983,,,,908,,,,804,181,680,734,867,789,922
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,56,,,,54,,,,117,,,,149,15,54,15,47,184,37
Cash Flows,Cash from Investing Activity,-56,,,,-41,,,,143,,,,-1,-48,-119,-72,-85,-40,-51
Cash Flows,Cash from Financing Activity,11,,,,-41,,,,-280,,,,-150,33,26,18,60,-151,25
Cash Flows,Net Cash Flow,10,,,,-27,,,,-19,,,,-3,1,-40,-39,22,-7,12
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,65,,,,65,,,,66,,,,60,34,82,75,68,46,73
Ratios,Inventory Days,88,,,,75,,,,79,,,,99,124,85,66,87,92,91
Ratios,Days Payable,109,,,,73,,,,69,,,,66,158,86,75,79,102,112
Ratios,Cash Conversion Cycle,45,,,,67,,,,76,,,,93,0,81,66,76,37,52
Ratios,Working Capital Days,49,,,,62,,,,74,,,,80,39,28,53,51,8,54
Ratios,ROCE %,5%,,,,8%,,,,12%,,,,12%,,,13%,12%,8%,8%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,56.22%,56.22%,56.22%,56.22%,56.26%,56.26%,56.26%,56.23%,56.23%,56.23%,56.23%,56.19%,,,,,,
