Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,916,1366,1447,1421,1456,1284,1229,1245,1497,1508,1354,1237,1223,,,,,,,,
Quarterly Results,Expenses,530,628,654,625,609,492,586,595,561,597,701,626,721,,,,,,,,
Quarterly Results,Operating Profit,386,738,793,796,847,792,643,650,937,911,654,611,502,,,,,,,,
Quarterly Results,OPM %,42%,54%,55%,56%,58%,62%,52%,52%,63%,60%,48%,49%,41%,,,,,,,,
Quarterly Results,Other Income,67,-15,253,101,95,51,232,151,229,195,225,264,150,,,,,,,,
Quarterly Results,Interest,111,93,88,85,77,62,77,67,59,61,64,61,51,,,,,,,,
Quarterly Results,Depreciation,151,179,181,184,167,180,187,194,166,197,206,205,205,,,,,,,,
Quarterly Results,Profit before tax,191,450,777,629,698,601,612,540,942,848,610,608,396,,,,,,,,
Quarterly Results,Tax %,1%,-1%,1%,0%,-4%,4%,3%,0%,4%,4%,6%,2%,8%,,,,,,,,
Quarterly Results,Net Profit,189,457,769,627,722,576,595,538,905,812,576,594,363,,,,,,,,
Quarterly Results,EPS in Rs,13.23,32.01,53.85,43.93,50.57,40.36,41.65,37.70,63.40,56.87,40.32,41.58,25.43,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3509,,,,5690,,,,5255,,,,5323,3092,3438,3808,3117,3038,3547,3687,3337
Profit & Loss,Expenses,1969,,,,2563,,,,2234,,,,2646,1660,2005,1823,1686,1838,2480,2470,1683
Profit & Loss,Operating Profit,1540,,,,3128,,,,3022,,,,2677,1432,1433,1985,1431,1200,1067,1217,1653
Profit & Loss,OPM %,44%,,,,55%,,,,58%,,,,50%,46%,42%,52%,46%,40%,30%,33%,50%
Profit & Loss,Other Income,148,,,,481,,,,664,,,,834,242,276,119,506,102,269,211,232
