Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2020
Quarterly Results,Sales,52.62,41.42,36.90,49.82,67.59,52.86,35.22,51.96,69.37,65.72,65.98,72.04,96.30,,
Quarterly Results,Expenses,50.54,39.08,34.76,46.66,64.66,47.65,31.49,48.06,65.43,59.66,60.24,70.20,91.74,,
Quarterly Results,Operating Profit,2.08,2.34,2.14,3.16,2.93,5.21,3.73,3.90,3.94,6.06,5.74,1.84,4.56,,
Quarterly Results,OPM %,3.95%,5.65%,5.80%,6.34%,4.33%,9.86%,10.59%,7.51%,5.68%,9.22%,8.70%,2.55%,4.74%,,
Quarterly Results,Other Income,0.04,0.51,0.06,0.14,1.39,0.95,0.23,0.75,1.73,1.40,2.01,4.09,1.48,,
Quarterly Results,Interest,0.51,0.30,0.57,0.62,0.78,1.16,1.40,1.46,1.91,1.73,1.96,1.84,1.69,,
Quarterly Results,Depreciation,0.20,0.20,0.03,0.31,0.56,0.41,0.39,0.33,0.44,0.41,0.42,0.43,0.34,,
Quarterly Results,Profit before tax,1.41,2.35,1.60,2.37,2.98,4.59,2.17,2.86,3.32,5.32,5.37,3.66,4.01,,
Quarterly Results,Tax %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,
Quarterly Results,Net Profit,1.41,2.35,1.60,2.37,2.97,4.59,2.17,2.87,3.31,5.32,5.37,3.66,4.01,,
Quarterly Results,EPS in Rs,0.03,0.05,0.03,0.05,0.06,0.10,0.05,0.06,0.07,0.11,0.11,0.08,0.08,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Profit & Loss,Sales,206,,,,222,,,,212,,,,300,130,
Profit & Loss,Expenses,198,,,,212,,,,195,,,,282,126,
Profit & Loss,Operating Profit,8,,,,11,,,,17,,,,18,4,
Profit & Loss,OPM %,4%,,,,5%,,,,8%,,,,6%,3%,
Profit & Loss,Other Income,0,,,,2,,,,4,,,,9,0,
Profit & Loss,Interest,2,,,,2,,,,7,,,,7,1,
Profit & Loss,Depreciation,1,,,,1,,,,2,,,,2,1,
Profit & Loss,Profit before tax,6,,,,9,,,,13,,,,18,3,
Profit & Loss,Tax %,39%,,,,26%,,,,28%,,,,27%,28%,
Profit & Loss,Net Profit,3,,,,7,,,,9,,,,13,2,
Profit & Loss,EPS in Rs,0.07,,,,0.15,,,,0.19,,,,0.28,0.04,
Profit & Loss,Dividend Payout %,0%,,,,15%,,,,17%,,,,0%,0%,
,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,21,,,,21,,,,32,,,,48,11,
Balance Sheet,Reserves,5,,,,13,,,,12,,,,8,12,
Balance Sheet,Borrowings,9,,,,27,,,,53,,,,136,0,
Balance Sheet,Other Liabilities,61,,,,54,,,,88,,,,80,54,
Balance Sheet,Total Liabilities,97,,,,115,,,,185,,,,271,76,
Balance Sheet,Fixed Assets,6,,,,8,,,,23,,,,25,4,
Balance Sheet,CWIP,0,,,,0,,,,1,,,,3,0,
Balance Sheet,Investments,2,,,,4,,,,6,,,,0,0,
Balance Sheet,Other Assets,89,,,,102,,,,155,,,,243,72,
Balance Sheet,Total Assets,97,,,,115,,,,185,,,,271,76,
,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,4,,,,-11,,,,-5,,,,-69,,
Cash Flows,Cash from Investing Activity,-4,,,,-6,,,,-20,,,,-5,,
Cash Flows,Cash from Financing Activity,0,,,,17,,,,25,,,,82,,
Cash Flows,Net Cash Flow,1,,,,1,,,,0,,,,8,,
,,,,,,,,,,,,,,,,
Ratios,Debtor Days,86,,,,92,,,,156,,,,100,85,
Ratios,Inventory Days,50,,,,57,,,,76,,,,125,95,
Ratios,Days Payable,75,,,,65,,,,136,,,,74,113,
Ratios,Cash Conversion Cycle,62,,,,83,,,,95,,,,151,67,
Ratios,Working Capital Days,37,,,,70,,,,104,,,,175,54,
Ratios,ROCE %,25%,,,,24%,,,,25%,,,,18%,,
,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,65.22%,65.50%,65.78%,65.81%,65.81%,65.69%,65.91%,64.71%,63.59%,64.30%,64.15%,57.77%,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.02%,0.16%,0.03%,0.01%,0.01%,0.15%,0.00%,0.16%,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,,
Shareholding Pattern (Quarterly),Public,,34.78%,34.50%,34.24%,34.19%,34.18%,34.16%,34.06%,35.28%,36.39%,35.56%,35.85%,41.87%,,
Shareholding Pattern (Quarterly),No. of Shareholders,,56637,49590,54657,49455,50167,49760,72487,137788,127834,126779,126828,140945,,
,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,65.22%,,,,65.81%,,,,64.71%,,,,57.77%,68.43%,67.01%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.01%,,,,0.16%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.21%,0.00%,0.00%
