Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,54.85,57.75,64.99,109.82,134.44,121.04,127.59,135.48,135.30,127.70,135.06,140.98,138.06,,,,,,,
Quarterly Results,Expenses,50.58,53.70,60.34,106.50,130.07,114.03,121.96,128.56,130.70,122.58,129.43,135.99,135.08,,,,,,,
Quarterly Results,Operating Profit,4.27,4.05,4.65,3.32,4.37,7.01,5.63,6.92,4.60,5.12,5.63,4.99,2.98,,,,,,,
Quarterly Results,OPM %,7.78%,7.01%,7.15%,3.02%,3.25%,5.79%,4.41%,5.11%,3.40%,4.01%,4.17%,3.54%,2.16%,,,,,,,
Quarterly Results,Other Income,3.61,1.52,1.58,10.65,6.51,2.32,2.16,2.16,3.88,2.72,2.81,2.37,2.40,,,,,,,
Quarterly Results,Interest,1.17,0.54,0.57,2.54,2.15,1.85,1.84,2.13,1.97,2.18,2.05,1.72,1.67,,,,,,,
Quarterly Results,Depreciation,1.90,1.22,1.23,1.75,1.73,1.88,1.92,1.91,2.04,2.15,2.47,2.48,2.22,,,,,,,
Quarterly Results,Profit before tax,4.81,3.81,4.43,9.68,7.00,5.60,4.03,5.04,4.47,3.51,3.92,3.16,1.49,,,,,,,
Quarterly Results,Tax %,12.27%,14.96%,19.86%,16.43%,70.86%,31.79%,55.58%,26.19%,61.52%,57.55%,43.37%,41.14%,-44.97%,,,,,,,
Quarterly Results,Net Profit,4.22,3.24,3.54,8.09,2.04,3.83,1.80,3.72,1.72,1.49,2.22,1.86,2.16,,,,,,,
Quarterly Results,EPS in Rs,16.23,12.46,13.61,31.11,7.84,14.73,6.92,14.31,6.61,5.73,8.54,7.15,8.31,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,208,,,,367,,,,519,,,,542,141,186,133,140,165,193,169
Profit & Loss,Expenses,196,,,,350,,,,495,,,,523,133,178,121,130,153,185,164
Profit & Loss,Operating Profit,12,,,,17,,,,25,,,,19,8,8,12,10,11,8,5
Profit & Loss,OPM %,6%,,,,5%,,,,5%,,,,3%,6%,4%,9%,7%,7%,4%,3%
Profit & Loss,Other Income,13,,,,20,,,,10,,,,10,1,-4,6,10,14,15,13
Profit & Loss,Interest,3,,,,6,,,,8,,,,8,1,1,1,1,0,2,2
Profit & Loss,Depreciation,5,,,,6,,,,8,,,,9,1,1,1,1,1,3,5
Profit & Loss,Profit before tax,18,,,,25,,,,19,,,,12,7,2,16,18,24,19,11
Profit & Loss,Tax %,16%,,,,32%,,,,42%,,,,36%,35%,52%,23%,18%,15%,17%,13%
Profit & Loss,Net Profit,15,,,,17,,,,11,,,,8,4,1,12,15,21,15,10
Profit & Loss,EPS in Rs,56.95,,,,65.07,,,,42.57,,,,29.69,17.00,3.73,46.58,58.50,79.06,58.91,36.80
