Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Quarterly Results,Sales,162,113,249,520,237,139,212,504,207,126,220,549,206,,,,,
Quarterly Results,Expenses,140,108,198,389,204,143,178,382,216,128,191,394,200,,,,,
Quarterly Results,Operating Profit,23,4,51,130,32,-4,34,122,-10,-2,28,155,6,,,,,
Quarterly Results,OPM %,14%,4%,20%,25%,14%,-3%,16%,24%,-5%,-2%,13%,28%,3%,,,,,
Quarterly Results,Other Income,8,3,4,6,8,8,6,6,8,7,9,6,13,,,,,
Quarterly Results,Interest,4,4,5,10,5,7,10,11,10,9,12,15,12,,,,,
Quarterly Results,Depreciation,10,9,9,10,13,11,13,14,13,14,15,16,16,,,,,
Quarterly Results,Profit before tax,16,-5,40,116,21,-16,18,103,-24,-18,11,130,-9,,,,,
Quarterly Results,Tax %,22%,-27%,24%,26%,8%,-25%,25%,25%,-27%,-25%,26%,26%,11%,,,,,
Quarterly Results,Net Profit,13,-4,30,86,20,-12,13,77,-18,-13,8,97,-10,,,,,
Quarterly Results,EPS in Rs,6.15,-1.89,14.62,41.63,9.56,-5.60,6.40,37.27,-8.57,-6.40,3.88,46.66,-4.99,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,904,,,,1118,,,,1062,,,,1100,622,,,,
Profit & Loss,Expenses,720,,,,898,,,,918,,,,914,506,,,,
Profit & Loss,Operating Profit,184,,,,219,,,,144,,,,186,116,,,,
Profit & Loss,OPM %,20%,,,,20%,,,,14%,,,,17%,19%,,,,
Profit & Loss,Other Income,23,,,,21,,,,28,,,,35,20,,,,
Profit & Loss,Interest,17,,,,26,,,,40,,,,48,14,,,,
Profit & Loss,Depreciation,37,,,,42,,,,51,,,,60,34,,,,
Profit & Loss,Profit before tax,152,,,,172,,,,81,,,,114,88,,,,
Profit & Loss,Tax %,25%,,,,23%,,,,26%,,,,29%,25%,,,,
Profit & Loss,Net Profit,114,,,,133,,,,60,,,,81,66,,,,
Profit & Loss,EPS in Rs,54.96,,,,63.92,,,,28.91,,,,39.15,31.98,,,,
Profit & Loss,Dividend Payout %,36%,,,,31%,,,,69%,,,,51%,47%,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,21,,,,21,,,,21,,,,21,21,,,,
Balance Sheet,Reserves,667,,,,756,,,,774,,,,813,583,,,,
Balance Sheet,Borrowings,156,,,,331,,,,382,,,,514,118,,,,
Balance Sheet,Other Liabilities,274,,,,389,,,,339,,,,367,214,,,,
Balance Sheet,Total Liabilities,1117,,,,1496,,,,1516,,,,1716,937,,,,
Balance Sheet,Fixed Assets,232,,,,281,,,,332,,,,390,225,,,,
Balance Sheet,CWIP,3,,,,19,,,,0,,,,0,1,,,,
