Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2011,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,569,541,614,640,619,723,587,651,655,524,789,682,716,,,,,,
Quarterly Results,Expenses,547,452,535,526,567,602,526,610,592,495,642,542,564,,,,,,
Quarterly Results,Operating Profit,22,88,79,114,51,122,61,41,63,29,147,140,153,,,,,,
Quarterly Results,OPM %,4%,16%,13%,18%,8%,17%,10%,6%,10%,6%,19%,21%,21%,,,,,,
Quarterly Results,Other Income,-8,6,9,4,-39,7,5,6,4,-4,4,8,-4,,,,,,
Quarterly Results,Interest,16,19,20,22,24,28,27,33,31,32,37,49,42,,,,,,
Quarterly Results,Depreciation,84,75,80,50,76,70,75,80,85,71,72,72,79,,,,,,
Quarterly Results,Profit before tax,-85,-0,-12,46,-88,29,-36,-66,-49,-78,42,27,28,,,,,,
Quarterly Results,Tax %,-48%,-1437%,-18%,-3%,-19%,42%,13%,-10%,42%,0%,21%,83%,-56%,,,,,,
Quarterly Results,Net Profit,-45,4,-10,47,-71,17,-41,-60,-70,-78,33,5,43,,,,,,
Quarterly Results,EPS in Rs,-2.85,0.26,-0.64,3.00,-4.51,1.08,-2.61,-3.80,-4.46,-4.95,2.11,0.30,2.75,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2141,,,,2413,,,,2616,,,,2712,1031,1714,1695,2059,2044,1912
Profit & Loss,Expenses,1809,,,,2081,,,,2329,,,,2243,830,1261,1249,1507,1540,1638
Profit & Loss,Operating Profit,331,,,,332,,,,286,,,,469,201,452,445,552,503,274
Profit & Loss,OPM %,15%,,,,14%,,,,11%,,,,17%,20%,26%,26%,27%,25%,14%
Profit & Loss,Other Income,29,,,,-20,,,,22,,,,4,14,26,46,54,39,16
Profit & Loss,Interest,57,,,,86,,,,120,,,,159,56,49,49,57,62,48
Profit & Loss,Depreciation,308,,,,281,,,,311,,,,294,69,214,211,240,283,308
Profit & Loss,Profit before tax,-4,,,,-55,,,,-122,,,,19,91,216,231,309,197,-65
Profit & Loss,Tax %,-524%,,,,-45%,,,,26%,,,,83%,12%,33%,33%,32%,20%,154%
Profit & Loss,Net Profit,18,,,,-30,,,,-153,,,,3,80,145,155,210,159,-165
Profit & Loss,EPS in Rs,1.15,,,,-1.90,,,,-9.79,,,,0.21,,,9.58,13.03,10.10,-10.53
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,2%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,31,,,,31,,,,31,,,,31,16,0.00,32,32,31,31
Balance Sheet,Reserves,5518,,,,5778,,,,5596,,,,5800,863,4814,5075,5347,5684,5667
Balance Sheet,Borrowings,1830,,,,2209,,,,2313,,,,2389,868,950,1095,1042,1357,1589
Balance Sheet,Other Liabilities,1255,,,,1421,,,,1631,,,,1779,334,811,967,899,1121,1068
Balance Sheet,Total Liabilities,8634,,,,9439,,,,9571,,,,9999,2081,6574,7169,7321,8193,8356
Balance Sheet,Fixed Assets,5773,,,,6188,,,,6724,,,,7270,1012,4852,5066,5098,5678,5698
Balance Sheet,CWIP,780,,,,1043,,,,646,,,,255,307,133,151,175,234,486
Balance Sheet,Investments,324,,,,249,,,,102,,,,97,1,40,196,167,191,172
Balance Sheet,Other Assets,1758,,,,1959,,,,2098,,,,2377,761,1550,1757,1881,2091,2000
Balance Sheet,Total Assets,8634,,,,9439,,,,9571,,,,9999,2081,6574,7169,7321,8193,8356
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,355,,,,266,,,,384,,,,375,203,303,226,282,585,513
Cash Flows,Cash from Investing Activity,-619,,,,-494,,,,-230,,,,-192,-231,-107,-297,-169,-442,-380
Cash Flows,Cash from Financing Activity,130,,,,250,,,,-22,,,,-102,25,-137,78,-102,-98,-11
Cash Flows,Net Cash Flow,-133,,,,22,,,,132,,,,81,-3,59,7,11,46,122
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,81,,,,89,,,,64,,,,90,60,61,96,79,103,80
Ratios,Inventory Days,526,,,,568,,,,540,,,,655,272,473,525,496,462,402
Ratios,Days Payable,158,,,,155,,,,149,,,,168,172,95,201,176,226,132
Ratios,Cash Conversion Cycle,449,,,,502,,,,455,,,,577,160,439,419,399,340,350
Ratios,Working Capital Days,115,,,,90,,,,100,,,,103,49,117,129,135,124,135
Ratios,ROCE %,1%,,,,1%,,,,0%,,,,2%,,,5%,6%,4%,0%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,59.32%,59.32%,59.32%,59.32%,59.32%,59.32%,59.32%,59.32%,59.32%,59.32%,59.32%,59.32%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,5.85%,6.20%,7.20%,9.34%,8.90%,8.80%,8.60%,8.70%,8.05%,8.18%,8.75%,9.49%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,6.63%,4.26%,3.86%,2.55%,3.13%,3.51%,3.68%,2.36%,1.47%,1.22%,1.42%,1.26%,,,,,,
Shareholding Pattern (Quarterly),Public,,28.19%,30.22%,29.61%,28.79%,28.65%,28.37%,28.39%,29.63%,31.17%,31.29%,30.51%,29.94%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,56986,59654,61175,56583,56221,56272,52336,50656,53683,55280,52822,50757,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,59.32%,,,,59.32%,,,,59.32%,,,,59.32%,,,61.40%,61.40%,63.17%,59.32%
Shareholding Pattern (Yearly),FIIs,5.50%,,,,9.34%,,,,8.70%,,,,9.49%,,,9.64%,7.13%,9.77%,6.38%
Shareholding Pattern (Yearly),DIIs,6.91%,,,,2.55%,,,,2.36%,,,,1.26%,,,12.84%,13.57%,13.63%,8.94%
Shareholding Pattern (Yearly),Public,28.26%,,,,28.79%,,,,29.63%,,,,29.94%,,,16.12%,17.90%,13.43%,25.36%
Shareholding Pattern (Yearly),No. of Shareholders,56322,,,,56583,,,,50656,,,,50757,,,54116,54717,43130,58738
,,,,,,,,,,,,,,,,,,,,
