Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,782,798,793,876,977,967,992,899,959,946,911,962,1012,,,,,
Quarterly Results,Expenses,693,700,685,756,833,826,846,765,813,807,771,785,837,,,,,
Quarterly Results,Operating Profit,89,99,108,120,144,141,145,134,146,139,140,177,175,,,,,
Quarterly Results,OPM %,11%,12%,14%,14%,15%,15%,15%,15%,15%,15%,15%,18%,17%,,,,,
Quarterly Results,Other Income,9,11,12,26,18,21,24,29,20,25,39,17,27,,,,,
Quarterly Results,Interest,1,1,2,2,0,1,1,1,1,2,1,1,1,,,,,
Quarterly Results,Depreciation,21,23,27,28,27,28,27,26,29,29,31,32,32,,,,,
Quarterly Results,Profit before tax,77,86,90,116,135,134,141,135,136,134,146,161,169,,,,,
Quarterly Results,Tax %,26%,28%,24%,26%,25%,25%,25%,26%,26%,26%,25%,22%,25%,,,,,
Quarterly Results,Net Profit,57,62,69,85,101,100,106,101,100,99,109,125,127,,,,,
Quarterly Results,EPS in Rs,29.84,32.90,36.19,45.03,53.36,52.58,55.72,53.16,52.83,52.42,57.53,66.14,66.81,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2543,,,,3444,,,,3816,,,,3831,,,,,
Profit & Loss,Expenses,2291,,,,2974,,,,3249,,,,3200,,,,,
Profit & Loss,Operating Profit,253,,,,470,,,,567,,,,631,,,,,
Profit & Loss,OPM %,10%,,,,14%,,,,15%,,,,16%,,,,,
Profit & Loss,Other Income,38,,,,67,,,,95,,,,108,,,,,
Profit & Loss,Interest,2,,,,6,,,,5,,,,6,,,,,
Profit & Loss,Depreciation,92,,,,105,,,,110,,,,124,,,,,
Profit & Loss,Profit before tax,196,,,,427,,,,546,,,,609,,,,,
Profit & Loss,Tax %,27%,,,,26%,,,,26%,,,,24%,,,,,
Profit & Loss,Net Profit,142,,,,318,,,,406,,,,461,,,,,
Profit & Loss,EPS in Rs,74.90,,,,167.48,,,,214.29,,,,242.90,,,,,
Profit & Loss,Dividend Payout %,16%,,,,8%,,,,8%,,,,8%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,9,,,,9,,,,9,,,,9,,,,,
Balance Sheet,Reserves,2105,,,,2400,,,,2781,,,,3205,,,,,
Balance Sheet,Borrowings,0,,,,0,,,,0,,,,66,,,,,
Balance Sheet,Other Liabilities,523,,,,613,,,,591,,,,505,,,,,
Balance Sheet,Total Liabilities,2637,,,,3022,,,,3382,,,,3785,,,,,
Balance Sheet,Fixed Assets,536,,,,587,,,,673,,,,736,,,,,
Balance Sheet,CWIP,20,,,,77,,,,84,,,,68,,,,,
Balance Sheet,Investments,398,,,,100,,,,25,,,,30,,,,,
Balance Sheet,Other Assets,1683,,,,2258,,,,2600,,,,2950,,,,,
Balance Sheet,Total Assets,2637,,,,3022,,,,3382,,,,3785,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,138,,,,298,,,,193,,,,286,,,,,
Cash Flows,Cash from Investing Activity,-177,,,,-270,,,,-131,,,,-228,,,,,
Cash Flows,Cash from Financing Activity,-28,,,,-31,,,,-34,,,,-44,,,,,
Cash Flows,Net Cash Flow,-68,,,,-3,,,,28,,,,14,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,96,,,,80,,,,90,,,,107,,,,,
Ratios,Inventory Days,32,,,,26,,,,27,,,,31,,,,,
Ratios,Days Payable,79,,,,60,,,,60,,,,58,,,,,
Ratios,Cash Conversion Cycle,49,,,,47,,,,57,,,,80,,,,,
Ratios,Working Capital Days,56,,,,46,,,,62,,,,85,,,,,
Ratios,ROCE %,,,,,19%,,,,21%,,,,20%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,67.49%,67.49%,63.16%,63.16%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.94%,1.23%,1.27%,1.32%,1.27%,1.79%,2.01%,2.24%,3.74%,4.12%,5.11%,5.57%,,,,,
Shareholding Pattern (Quarterly),DIIs,,16.23%,15.80%,16.12%,16.05%,16.13%,15.90%,15.78%,15.77%,21.20%,21.03%,23.85%,23.32%,,,,,
