Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,37,19,17,20,35,24,24,25,218,43,30,33,49,,,,
Quarterly Results,Expenses,19,12,13,10,10,14,11,12,11,9,9,9,12,,,,
Quarterly Results,Operating Profit,18,7,4,10,24,10,13,13,207,34,21,24,37,,,,
Quarterly Results,OPM %,48%,38%,22%,51%,70%,41%,54%,52%,95%,79%,70%,72%,76%,,,,
Quarterly Results,Other Income,1,1,1,1,1,1,2,2,0,1,2,0,2,,,,
Quarterly Results,Interest,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Quarterly Results,Depreciation,3,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Quarterly Results,Profit before tax,16,8,4,10,24,10,14,15,206,34,22,23,38,,,,
Quarterly Results,Tax %,-5%,41%,103%,34%,18%,133%,37%,24%,15%,29%,35%,25%,44%,,,,
Quarterly Results,Net Profit,76,41,33,65,99,71,91,102,269,110,89,106,107,,,,
Quarterly Results,EPS in Rs,3.53,1.85,1.50,2.91,4.44,3.18,4.08,4.61,12.13,4.97,4.00,4.76,4.82,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,85,,,,91,,,,291,,,,155,69,100,93,59
Profit & Loss,Expenses,61,,,,45,,,,48,,,,39,49,59,62,48
Profit & Loss,Operating Profit,24,,,,46,,,,243,,,,116,21,41,31,10
Profit & Loss,OPM %,28%,,,,50%,,,,83%,,,,75%,30%,41%,33%,18%
Profit & Loss,Other Income,3,,,,3,,,,6,,,,5,3,2,5,6
Profit & Loss,Interest,1,,,,0,,,,1,,,,1,0,0,0,0
Profit & Loss,Depreciation,4,,,,2,,,,3,,,,3,1,1,1,2
Profit & Loss,Profit before tax,22,,,,47,,,,245,,,,117,23,42,35,14
Profit & Loss,Tax %,21%,,,,32%,,,,21%,,,,34%,22%,28%,16%,32%
Profit & Loss,Net Profit,161,,,,238,,,,533,,,,412,130,137,78,74
Profit & Loss,EPS in Rs,7.35,,,,10.70,,,,24.00,,,,18.55,5.84,6.19,3.52,3.33
Profit & Loss,Dividend Payout %,37%,,,,37%,,,,32%,,,,32%,17%,19%,24%,10%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,111,,,,111,,,,111,,,,111,76,76,76,76
Balance Sheet,Reserves,2891,,,,3459,,,,4682,,,,5496,2736,2290,1782,2119
Balance Sheet,Borrowings,3,,,,18,,,,18,,,,16,0,0,2,4
Balance Sheet,Other Liabilities,90,,,,46,,,,137,,,,214,128,87,63,107
Balance Sheet,Total Liabilities,3096,,,,3635,,,,4948,,,,5837,2940,2453,1922,2306
Balance Sheet,Fixed Assets,9,,,,41,,,,40,,,,49,6,6,9,10
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0
Balance Sheet,Investments,3053,,,,3553,,,,4708,,,,5738,2910,2420,1879,2269
Balance Sheet,Other Assets,34,,,,40,,,,200,,,,50,24,27,35,27
Balance Sheet,Total Assets,3096,,,,3635,,,,4948,,,,5837,2940,2453,1922,2306
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,30,,,,100,,,,132,,,,188,147,58,62,19
Cash Flows,Cash from Investing Activity,-345,,,,-25,,,,136,,,,-144,-146,-30,-11,-10
Cash Flows,Cash from Financing Activity,319,,,,-73,,,,-103,,,,-211,-1,-28,-46,-8
Cash Flows,Net Cash Flow,3,,,,2,,,,166,,,,-167,1,1,5,1
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,22,,,,28,,,,8,,,,14,55,38,30,33
Ratios,Inventory Days,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,22,,,,28,,,,8,,,,14,55,38,30,33
Ratios,Working Capital Days,52,,,,69,,,,13,,,,54,61,60,69,34
Ratios,ROCE %,1%,,,,1%,,,,6%,,,,2%,,2%,2%,1%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,55.59%,55.59%,55.59%,55.59%,55.59%,55.59%,55.29%,54.97%,54.97%,54.97%,54.97%,54.97%,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.18%,0.22%,0.19%,0.19%,0.22%,0.29%,0.23%,0.79%,1.04%,1.02%,1.01%,,,,
Shareholding Pattern (Quarterly),DIIs,,5.89%,5.57%,5.57%,5.57%,5.58%,5.46%,5.46%,5.45%,5.30%,5.19%,5.19%,5.19%,,,,
Shareholding Pattern (Quarterly),Public,,37.89%,38.03%,37.99%,38.01%,38.01%,38.09%,38.32%,38.72%,38.31%,38.17%,38.19%,38.19%,,,,
Shareholding Pattern (Quarterly),Others,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.64%,0.64%,0.64%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,31227,31253,31333,30885,30407,32104,33559,33201,34448,37142,39448,39001,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,55.59%,,,,55.59%,,,,54.97%,,,,54.97%,52.91%,53.34%,52.92%,52.92%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.19%,,,,0.23%,,,,1.01%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,6.17%,,,,5.57%,,,,5.45%,,,,5.19%,13.08%,10.09%,10.16%,6.58%
Shareholding Pattern (Yearly),Public,37.61%,,,,38.01%,,,,38.72%,,,,38.19%,33.37%,35.94%,36.28%,39.86%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.00%,,,,0.64%,0.65%,0.64%,0.00%,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,31091,,,,30885,,,,33201,,,,39001,25700,25948,24662,27693
,,,,,,,,,,,,,,,,,,
