Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.00%,0.13%,0.17%,0.09%,0.69%,0.27%,0.24%,0.28%,0.32%,0.30%,0.24%,0.28%,,,,,,
Shareholding Pattern (Quarterly),DIIs,0.12%,0.02%,0.02%,0.02%,0.02%,0.02%,0.22%,0.22%,0.02%,0.02%,0.18%,0.18%,,,,,,
Shareholding Pattern (Quarterly),Public,49.35%,49.32%,49.28%,49.37%,48.76%,49.19%,49.00%,48.98%,49.14%,49.17%,49.06%,49.02%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,18128,16873,15453,15139,17092,16620,17336,17971,17336,17821,17616,17462,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,50.53%,,,,50.53%,,,,50.53%,47.26%,47.26%,47.26%,50.53%,50.53%,50.53%
Shareholding Pattern (Yearly),FIIs,,,,0.09%,,,,0.28%,,,,0.28%,0.00%,0.00%,0.00%,0.00%,0.02%,0.16%
Shareholding Pattern (Yearly),DIIs,,,,0.02%,,,,0.22%,,,,0.18%,0.04%,0.07%,0.08%,0.04%,1.15%,0.20%
Shareholding Pattern (Yearly),Public,,,,49.37%,,,,48.98%,,,,49.02%,52.70%,52.67%,52.66%,49.44%,48.31%,49.11%
Shareholding Pattern (Yearly),No. of Shareholders,,,,15139,,,,17971,,,,17462,18408,21512,21556,21232,16817,19321
,,,,,,,,,,,,,,,,,,,
