Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Revenue,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Financing Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,Financing Margin %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Financing Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,Financing Margin %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowing,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,93.85%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.00%,0.01%,0.00%,0.01%,0.00%,0.03%,0.01%,0.02%,0.00%,0.00%,0.00%,0.73%,,,,,,
Shareholding Pattern (Quarterly),DIIs,0.66%,0.66%,0.67%,0.67%,0.66%,0.68%,0.65%,0.65%,0.65%,0.65%,0.65%,4.32%,,,,,,
Shareholding Pattern (Quarterly),Public,1.09%,1.07%,1.08%,1.07%,1.10%,1.05%,1.09%,1.09%,1.11%,1.11%,1.10%,1.11%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,131351,130506,146843,146968,145385,155115,156109,184679,191445,199351,199133,199821,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,98.25%,,,,98.25%,,,,93.85%,79.62%,85.56%,85.56%,83.06%,97.07%,98.25%
Shareholding Pattern (Yearly),FIIs,,,,0.01%,,,,0.02%,,,,0.73%,1.76%,1.11%,1.07%,0.76%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,,,,0.67%,,,,0.65%,,,,4.32%,10.78%,7.62%,7.58%,6.14%,1.05%,0.64%
Shareholding Pattern (Yearly),Public,,,,1.07%,,,,1.09%,,,,1.11%,7.84%,5.71%,5.79%,10.04%,1.88%,1.11%
Shareholding Pattern (Yearly),No. of Shareholders,,,,146968,,,,184679,,,,199821,132524,119890,115570,119428,126560,130728
,,,,,,,,,,,,,,,,,,,
