Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,534,280,294,302,77,77,73,71,81,50,16,13,12,,,,,,,
Quarterly Results,Expenses,525,258,255,226,170,78,75,71,93,100,78,69,428,,,,,,,
Quarterly Results,Operating Profit,9,22,39,76,-94,-1,-2,-0,-12,-50,-62,-55,-416,,,,,,,
Quarterly Results,OPM %,2%,8%,13%,25%,-122%,-1%,-2%,-0%,-15%,-100%,-382%,-410%,-3360%,,,,,,,
Quarterly Results,Other Income,15,0,0,0,0,0,0,0,-103,0,0,0,-289,,,,,,,
Quarterly Results,Interest,53,38,37,53,49,52,43,33,74,43,0,0,-41,,,,,,,
Quarterly Results,Depreciation,22,21,22,29,27,14,14,14,70,14,2,2,88,,,,,,,
Quarterly Results,Profit before tax,-50,-37,-20,-6,-170,-67,-59,-48,-259,-107,-64,-57,-752,,,,,,,
Quarterly Results,Tax %,0%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,
Quarterly Results,Net Profit,-50,-37,-20,-6,-171,-67,-59,-48,-259,-107,-64,-57,-752,,,,,,,
Quarterly Results,EPS in Rs,-1.83,-1.23,2.15,1.68,-12.51,-4.68,-4.31,-3.41,-15.93,-8.46,-5.03,-4.50,-60.24,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1715,,,,917,,,,302,,,,92,37,1784,1901,2489,1348,1353,1262
Profit & Loss,Expenses,1470,,,,904,,,,316,,,,675,37,1721,1786,2268,1185,1174,1188
Profit & Loss,Operating Profit,246,,,,12,,,,-14,,,,-583,0,63,116,221,163,179,74
Profit & Loss,OPM %,14%,,,,1%,,,,-5%,,,,-632%,1%,4%,6%,9%,12%,13%,6%
Profit & Loss,Other Income,58,,,,35,,,,-103,,,,-289,0,4,20,53,85,88,160
Profit & Loss,Interest,147,,,,182,,,,202,,,,2,0,50,84,131,137,129,125
Profit & Loss,Depreciation,86,,,,99,,,,112,,,,105,0,4,33,74,61,85,84
Profit & Loss,Profit before tax,71,,,,-233,,,,-432,,,,-979,0,12,19,69,51,53,25
Profit & Loss,Tax %,0%,,,,1%,,,,0%,,,,0%,38%,24%,8%,1%,9%,3%,1%
Profit & Loss,Net Profit,71,,,,-234,,,,-432,,,,-980,0,9,18,68,46,51,25
Profit & Loss,EPS in Rs,5.64,,,,-18.52,,,,-34.15,,,,-78.22,0.02,0.69,1.39,5.37,3.65,4.04,1.96
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%,4%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,13,,,,13,,,,13,,,,13,13,13,13,13,13,13,13
Balance Sheet,Reserves,569,,,,275,,,,-178,,,,-1134,1,446,501,566,613,839,956
Balance Sheet,Borrowings,2447,,,,2645,,,,2698,,,,2495,10,722,1472,1599,1579,2457,2422
Balance Sheet,Other Liabilities,749,,,,861,,,,1016,,,,1201,13,120,166,124,209,568,477
Balance Sheet,Total Liabilities,3777,,,,3793,,,,3548,,,,2574,37,1301,2152,2302,2413,3877,3868
Balance Sheet,Fixed Assets,1380,,,,1177,,,,1015,,,,1461,1,437,1160,1216,1177,1495,1536
Balance Sheet,CWIP,800,,,,777,,,,721,,,,0,0,60,50,18,0,666,792
Balance Sheet,Investments,8,,,,8,,,,6,,,,4,0,5,0,3,108,6,15
Balance Sheet,Other Assets,1589,,,,1830,,,,1806,,,,1110,36,800,942,1064,1128,1711,1524
