Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,949,1085,764,767,863,1016,723,784,852,1107,774,805,929,,,,,,
Quarterly Results,Expenses,856,962,752,718,826,929,721,768,835,1038,816,806,906,,,,,,
Quarterly Results,Operating Profit,93,123,12,50,37,87,3,17,17,69,-42,-1,22,,,,,,
Quarterly Results,OPM %,10%,11%,2%,6%,4%,9%,0%,2%,2%,6%,-5%,-0%,2%,,,,,,
Quarterly Results,Other Income,3,14,8,0,3,27,19,11,11,5,101,4,10,,,,,,
Quarterly Results,Interest,3,3,3,6,8,10,17,8,1,17,17,17,17,,,,,,
Quarterly Results,Depreciation,28,28,26,27,29,30,29,30,31,36,36,37,36,,,,,,
Quarterly Results,Profit before tax,66,106,-11,17,4,74,-24,-11,-3,21,6,-51,-20,,,,,,
Quarterly Results,Tax %,23%,18%,-37%,28%,-19%,21%,-36%,-33%,-96%,41%,-135%,-31%,25%,,,,,,
Quarterly Results,Net Profit,51,87,-7,13,5,58,-16,-7,-0,13,15,-35,-25,,,,,,
Quarterly Results,EPS in Rs,67.41,115.43,-9.01,16.63,6.13,76.76,-20.94,-9.52,-0.15,16.74,19.45,-47.05,-32.77,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3520,,,,3479,,,,3375,,,,3615,1100,1280,2169,2555,3044,
Profit & Loss,Expenses,3129,,,,3255,,,,3249,,,,3558,999,1132,1925,2317,2634,
Profit & Loss,Operating Profit,391,,,,224,,,,125,,,,58,100,148,244,238,410,
Profit & Loss,OPM %,11%,,,,6%,,,,4%,,,,2%,9%,12%,11%,9%,13%,
Profit & Loss,Other Income,33,,,,24,,,,65,,,,111,9,23,12,32,64,
Profit & Loss,Interest,13,,,,20,,,,35,,,,68,9,4,25,39,28,
Profit & Loss,Depreciation,116,,,,111,,,,120,,,,144,40,47,68,97,109,
Profit & Loss,Profit before tax,295,,,,117,,,,36,,,,-43,60,120,163,134,337,
Profit & Loss,Tax %,29%,,,,17%,,,,2%,,,,-24%,33%,33%,38%,21%,23%,
Profit & Loss,Net Profit,210,,,,97,,,,35,,,,-33,40,81,101,106,260,
Profit & Loss,EPS in Rs,280.07,,,,128.82,,,,46.14,,,,-43.63,53.53,108.21,135.72,141.68,346.68,
Profit & Loss,Dividend Payout %,23%,,,,35%,,,,82%,,,,-69%,33%,21%,18%,14%,12%,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,8,,,,8,,,,8,,,,8,7,7,8,8,8,
Balance Sheet,Reserves,1159,,,,1236,,,,1245,,,,1204,454,559,630,735,988,
Balance Sheet,Borrowings,313,,,,432,,,,776,,,,959,159,67,669,741,410,
Balance Sheet,Other Liabilities,744,,,,689,,,,714,,,,755,290,386,669,671,708,
Balance Sheet,Total Liabilities,2223,,,,2364,,,,2743,,,,2926,910,1019,1975,2154,2113,
Balance Sheet,Fixed Assets,1131,,,,1218,,,,1410,,,,1686,508,492,1081,1120,1156,
Balance Sheet,CWIP,26,,,,33,,,,47,,,,55,11,49,32,35,14,
Balance Sheet,Investments,3,,,,2,,,,104,,,,0,7,121,1,18,33,
Balance Sheet,Other Assets,1062,,,,1112,,,,1182,,,,1184,383,357,861,982,911,
Balance Sheet,Total Assets,2223,,,,2364,,,,2743,,,,2926,910,1019,1975,2154,2113,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,166,,,,132,,,,173,,,,82,39,187,135,130,466,
Cash Flows,Cash from Investing Activity,-52,,,,-174,,,,-162,,,,-52,-52,-165,-347,-116,-35,
Cash Flows,Cash from Financing Activity,-179,,,,42,,,,62,,,,-90,12,-20,266,8,-390,
Cash Flows,Net Cash Flow,-65,,,,-0,,,,73,,,,-60,-2,2,53,22,41,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,11,,,,13,,,,17,,,,20,34,28,23,17,12,
Ratios,Inventory Days,134,,,,121,,,,136,,,,118,130,107,165,159,113,
Ratios,Days Payable,69,,,,60,,,,75,,,,74,74,113,112,90,74,
Ratios,Cash Conversion Cycle,76,,,,75,,,,78,,,,64,90,22,76,86,50,
Ratios,Working Capital Days,34,,,,45,,,,40,,,,38,38,-7,26,32,14,
Ratios,ROCE %,21%,,,,9%,,,,2%,,,,-3%,,,21%,11%,22%,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,40.71%,40.71%,40.60%,40.58%,40.58%,40.58%,40.57%,40.57%,40.57%,40.57%,40.57%,40.57%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,2.94%,3.01%,2.65%,2.80%,2.54%,2.47%,2.47%,2.21%,1.54%,1.35%,1.29%,1.40%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,5.02%,3.29%,3.30%,3.38%,3.45%,3.31%,3.33%,3.27%,3.27%,3.57%,2.48%,0.10%,,,,,,
Shareholding Pattern (Quarterly),Government,,4.07%,4.07%,4.05%,4.05%,4.05%,4.05%,4.05%,4.05%,4.05%,4.05%,4.05%,4.05%,,,,,,
Shareholding Pattern (Quarterly),Public,,47.26%,48.92%,49.39%,49.17%,49.36%,49.58%,49.57%,49.91%,50.57%,50.45%,51.61%,53.88%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,39405,40691,40804,40531,40037,39704,38392,36972,36339,34954,35248,33950,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,40.71%,,,,40.58%,,,,40.57%,,,,40.57%,,40.99%,40.95%,40.91%,40.83%,40.99%
Shareholding Pattern (Yearly),FIIs,3.13%,,,,2.80%,,,,2.21%,,,,1.40%,,2.97%,5.82%,2.22%,2.31%,4.11%
Shareholding Pattern (Yearly),DIIs,5.15%,,,,3.38%,,,,3.27%,,,,0.10%,,6.53%,6.82%,7.55%,5.32%,0.22%
Shareholding Pattern (Yearly),Government,4.07%,,,,4.05%,,,,4.05%,,,,4.05%,,4.21%,4.12%,4.09%,4.08%,4.21%
Shareholding Pattern (Yearly),Public,46.93%,,,,49.17%,,,,49.91%,,,,53.88%,,45.29%,42.29%,45.24%,47.46%,50.46%
Shareholding Pattern (Yearly),No. of Shareholders,39077,,,,40531,,,,36972,,,,33950,,15900,19377,22018,24138,16127
,,,,,,,,,,,,,,,,,,,,
