Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,22,0,47,1,129,0,65,195,708,866,0,0,1527,,,,,
Quarterly Results,Expenses,24,2,45,2,135,-2,65,196,706,861,0,1,1522,,,,,
Quarterly Results,Operating Profit,-2,-2,2,-1,-6,2,-0,-0,2,5,-0,-1,4,,,,,
Quarterly Results,OPM %,-9%,-8100%,5%,-127%,-4%,1809%,-0%,-0%,0%,1%,-6%,-525%,0%,,,,,
Quarterly Results,Other Income,1,3,3,2,2,3,2,2,2,3,2,1,7,,,,,
Quarterly Results,Interest,0,0,0,0,0,0,1,0,0,0,0,0,-0,,,,,
Quarterly Results,Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Quarterly Results,Profit before tax,-1,1,5,-0,-5,5,1,1,4,8,2,0,12,,,,,
Quarterly Results,Tax %,9%,0%,10%,92%,-6%,11%,10%,27%,23%,20%,1%,47%,7%,,,,,
Quarterly Results,Net Profit,-1,1,5,-0,-4,4,1,1,3,6,2,0,11,,,,,
Quarterly Results,EPS in Rs,-0.77,0.77,3.47,-0.17,-3.19,3.04,0.96,0.65,2.07,4.71,1.42,0.12,8.10,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,33,,,,184,,,,975,,,,2393,295,354,448,1098,472
Profit & Loss,Expenses,25,,,,181,,,,963,,,,2384,281,329,434,1055,448
Profit & Loss,Operating Profit,8,,,,3,,,,12,,,,9,14,25,14,43,24
Profit & Loss,OPM %,23%,,,,2%,,,,1%,,,,0%,5%,7%,3%,4%,5%
Profit & Loss,Other Income,1,,,,0,,,,1,,,,14,-0,0,4,5,2
Profit & Loss,Interest,2,,,,2,,,,2,,,,0,4,2,5,25,5
Profit & Loss,Depreciation,0,,,,0,,,,0,,,,0,0,0,0,0,0
Profit & Loss,Profit before tax,7,,,,2,,,,11,,,,22,10,23,13,23,20
Profit & Loss,Tax %,18%,,,,23%,,,,17%,,,,12%,23%,16%,21%,22%,24%
Profit & Loss,Net Profit,5,,,,1,,,,9,,,,20,8,19,10,18,15
Profit & Loss,EPS in Rs,3.94,,,,0.88,,,,6.72,,,,14.35,5.89,14.28,7.32,12.85,11.30
Profit & Loss,Dividend Payout %,25%,,,,57%,,,,15%,,,,7%,0%,0%,0%,0%,4%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,14,,,,14,,,,14,,,,14,14,14,14,14,14
Balance Sheet,Reserves,103,,,,103,,,,111,,,,129,36,55,65,83,98
Balance Sheet,Borrowings,10,,,,54,,,,3,,,,0,39,35,341,252,162
Balance Sheet,Other Liabilities,8,,,,2,,,,2,,,,43,2,20,323,52,32
Balance Sheet,Total Liabilities,134,,,,173,,,,130,,,,186,90,124,743,400,305
Balance Sheet,Fixed Assets,8,,,,8,,,,8,,,,8,0,0,0,0,2
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,3
Balance Sheet,Investments,53,,,,56,,,,57,,,,66,23,28,50,52,49
Balance Sheet,Other Assets,72,,,,109,,,,65,,,,112,67,96,694,348,251
Balance Sheet,Total Assets,134,,,,173,,,,130,,,,186,90,124,743,400,305
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,156,,,,-40,,,,53,,,,8,13,29,-7,-187,83
Cash Flows,Cash from Investing Activity,0,,,,-3,,,,0,,,,2,-11,-24,-295,303,11
Cash Flows,Cash from Financing Activity,-154,,,,42,,,,-53,,,,-4,-4,12,301,-114,-96
Cash Flows,Net Cash Flow,2,,,,-1,,,,0,,,,6,-2,17,-0,1,-2
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,0,,,,73,,,,0,,,,2,1,1,260,84,92
Ratios,Inventory Days,216,,,,29,,,,0,,,,1,21,25,16,3,13
Ratios,Days Payable,74,,,,0,,,,0,,,,2,0,10,269,17,24
Ratios,Cash Conversion Cycle,143,,,,101,,,,0,,,,2,21,16,7,70,82
Ratios,Working Capital Days,349,,,,147,,,,12,,,,9,49,78,301,98,132
Ratios,ROCE %,4%,,,,2%,,,,8%,,,,16%,,26%,7%,12%,8%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,73.70%,73.70%,73.70%,73.70%,73.70%,73.70%,73.70%,73.70%,73.70%,73.70%,73.70%,73.70%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.44%,0.44%,0.44%,0.44%,0.44%,0.44%,0.44%,0.00%,0.00%,0.00%,0.11%,0.11%,,,,,
Shareholding Pattern (Quarterly),Public,,25.86%,25.86%,25.87%,25.87%,25.86%,25.88%,25.87%,26.30%,26.30%,26.31%,26.19%,26.20%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,7440,7430,7405,7375,7309,7576,7601,7988,7866,7743,8819,8644,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.70%,,,,73.70%,,,,73.70%,,,,73.70%,73.69%,73.70%,73.70%,73.70%,73.70%
