Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,3380,3302,2971,3355,3915,3627,3153,3604,4307,3621,3087,3181,4091,,,,,
Quarterly Results,Expenses,2697,2713,2592,2711,3205,3014,2560,2825,3653,2952,2653,2670,3298,,,,,
Quarterly Results,Operating Profit,683,589,379,644,710,613,593,779,654,669,434,511,793,,,,,
Quarterly Results,OPM %,20%,18%,13%,19%,18%,17%,19%,22%,15%,18%,14%,16%,19%,,,,,
Quarterly Results,Other Income,57,39,33,42,424,54,80,60,120,-63,73,37,93,,,,,
Quarterly Results,Interest,45,47,54,69,64,83,101,108,94,95,98,101,105,,,,,
Quarterly Results,Depreciation,333,312,332,325,336,399,401,370,328,317,336,364,314,,,,,
Quarterly Results,Profit before tax,362,269,26,292,734,185,171,361,352,194,73,83,467,,,,,
Quarterly Results,Tax %,25%,24%,-81%,25%,17%,22%,28%,26%,9%,25%,33%,20%,6%,,,,,
Quarterly Results,Net Profit,271,205,47,218,609,144,123,266,320,145,49,66,439,,,,,
Quarterly Results,EPS in Rs,14.20,10.46,2.45,10.88,31.42,6.93,6.29,14.02,16.80,7.52,2.45,3.25,23.19,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,11286,,,,13552,,,,14691,,,,13980,7444,8579,9484,9674,10110
Profit & Loss,Expenses,8860,,,,11224,,,,12052,,,,11573,5550,6543,7542,7591,7340
Profit & Loss,Operating Profit,2426,,,,2328,,,,2639,,,,2407,1894,2036,1942,2083,2770
Profit & Loss,OPM %,22%,,,,17%,,,,18%,,,,17%,25%,24%,20%,22%,27%
Profit & Loss,Other Income,171,,,,532,,,,314,,,,140,296,274,235,217,145
Profit & Loss,Interest,202,,,,234,,,,386,,,,399,856,708,542,415,303
Profit & Loss,Depreciation,1235,,,,1305,,,,1498,,,,1331,1226,1213,1296,1528,1250
Profit & Loss,Profit before tax,1160,,,,1321,,,,1069,,,,817,108,389,339,357,1362
Profit & Loss,Tax %,27%,,,,18%,,,,20%,,,,14%,69%,25%,-3%,33%,13%
Profit & Loss,Net Profit,845,,,,1079,,,,853,,,,699,44,291,349,238,1183
Profit & Loss,EPS in Rs,43.55,,,,55.21,,,,44.04,,,,36.41,8800.00,58400.00,15.96,11.61,62.58
Profit & Loss,Dividend Payout %,20%,,,,16%,,,,21%,,,,25%,0%,1937%,13%,17%,2%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,37,,,,37,,,,38,,,,38,6654,6654,39,39,37
Balance Sheet,Reserves,16024,,,,15591,,,,16359,,,,17336,2975,3681,10600,10522,12773
Balance Sheet,Borrowings,3176,,,,3855,,,,4805,,,,5702,8038,7266,5883,6049,3839
Balance Sheet,Other Liabilities,5431,,,,6036,,,,6510,,,,7095,3595,3763,4016,4268,5237
Balance Sheet,Total Liabilities,24668,,,,25519,,,,27712,,,,30171,21262,21364,20538,20878,21886
Balance Sheet,Fixed Assets,14147,,,,14784,,,,15732,,,,17306,15516,14037,13573,12555,13626
Balance Sheet,CWIP,1034,,,,1871,,,,2395,,,,2616,128,168,520,1740,1006
Balance Sheet,Investments,5704,,,,3524,,,,4462,,,,5119,2740,3505,2424,2816,4033
Balance Sheet,Other Assets,3783,,,,5340,,,,5123,,,,5130,2878,3654,4021,3767,3221
Balance Sheet,Total Assets,24668,,,,25519,,,,27712,,,,30171,21262,21364,20538,20878,21886
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1932,,,,2252,,,,2635,,,,2117,1875,1606,1843,2340,3604
Cash Flows,Cash from Investing Activity,-1045,,,,-2326,,,,-2750,,,,-2270,-139,135,189,-1760,-300
Cash Flows,Cash from Financing Activity,-942,,,,168,,,,222,,,,-39,-1749,-1564,-2067,-594,-3375
Cash Flows,Net Cash Flow,-55,,,,94,,,,107,,,,-192,-13,177,-35,-14,-71
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,22,,,,19,,,,21,,,,23,26,24,21,25,18
Ratios,Inventory Days,234,,,,242,,,,164,,,,217,189,186,211,204,180
Ratios,Days Payable,211,,,,209,,,,178,,,,241,258,223,179,173,213
Ratios,Cash Conversion Cycle,45,,,,52,,,,8,,,,-1,-43,-13,53,55,-14
Ratios,Working Capital Days,-21,,,,-18,,,,-21,,,,-21,-29,-26,-25,-37,-24
Ratios,ROCE %,7%,,,,8%,,,,7%,,,,6%,,6%,4%,4%,10%
,,,,,,,,,,,,,,,,,,,
