Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,83.49,92.83,91.30,100.00,92.60,59.69,50.70,54.41,51.82,51.85,52.52,58.12,54.69,,,,,,,
Quarterly Results,Expenses,104.83,98.47,87.78,97.86,117.36,53.44,41.19,43.80,117.16,46.08,46.87,53.37,52.99,,,,,,,
Quarterly Results,Operating Profit,-21.34,-5.64,3.52,2.14,-24.76,6.25,9.51,10.61,-65.34,5.77,5.65,4.75,1.70,,,,,,,
Quarterly Results,OPM %,-25.56%,-6.08%,3.86%,2.14%,-26.74%,10.47%,18.76%,19.50%,-126.09%,11.13%,10.76%,8.17%,3.11%,,,,,,,
Quarterly Results,Other Income,1.34,1.07,0.94,1.60,0.90,-0.65,-6.26,-3.92,-17.92,113.20,-4.07,16.38,8.59,,,,,,,
Quarterly Results,Interest,4.25,6.53,6.12,6.27,16.99,6.03,6.30,6.70,6.91,7.17,7.86,7.76,7.87,,,,,,,
Quarterly Results,Depreciation,17.10,14.50,14.87,15.24,15.52,9.95,8.60,8.95,9.05,9.10,9.39,9.70,9.45,,,,,,,
Quarterly Results,Profit before tax,-41.35,-25.60,-16.53,-17.77,-56.37,-10.38,-11.65,-8.96,-99.22,102.70,-15.67,3.67,-7.03,,,,,,,
Quarterly Results,Tax %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
Quarterly Results,Net Profit,-41.35,-25.60,-16.52,-17.78,-56.37,-10.38,-11.64,-8.96,-99.23,102.70,-15.67,3.68,-7.02,,,,,,,
Quarterly Results,EPS in Rs,-31.77,-19.72,-12.68,-13.62,-43.15,-7.88,-8.91,-6.86,-75.96,78.61,-11.96,2.81,-5.36,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,324,,,,377,,,,404,,,,217,332,370,409,400,421,393,275
Profit & Loss,Expenses,305,,,,395,,,,441,,,,199,296,352,425,399,408,338,248
Profit & Loss,Operating Profit,19,,,,-19,,,,-37,,,,18,37,18,-16,1,13,56,27
Profit & Loss,OPM %,6%,,,,-5%,,,,-9%,,,,8%,11%,5%,-4%,0%,3%,14%,10%
Profit & Loss,Other Income,12,,,,5,,,,12,,,,134,11,12,10,9,4,9,15
Profit & Loss,Interest,21,,,,42,,,,42,,,,31,4,4,5,7,9,22,19
Profit & Loss,Depreciation,78,,,,61,,,,63,,,,38,12,17,20,24,29,75,60
Profit & Loss,Profit before tax,-68,,,,-116,,,,-130,,,,84,32,9,-31,-20,-21,-33,-37
Profit & Loss,Tax %,0%,,,,0%,,,,0%,,,,0%,0%,0%,-8%,-2%,-26%,64%,0%
Profit & Loss,Net Profit,-68,,,,-116,,,,-130,,,,84,32,9,-28,-20,-16,-54,-37
Profit & Loss,EPS in Rs,-52.69,,,,-89.15,,,,-98.91,,,,63.89,,6.82,-22.23,-16.22,-12.22,-41.66,-29.10
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,13,,,,13,,,,13,,,,13,0.00,13,13,13,13,13,13
Balance Sheet,Reserves,-15,,,,-117,,,,-240,,,,-153,222,238,216,197,145,69,41
Balance Sheet,Borrowings,204,,,,249,,,,301,,,,256,0,0,30,25,35,167,160
Balance Sheet,Other Liabilities,159,,,,225,,,,221,,,,120,151,155,187,136,176,160,153
Balance Sheet,Total Liabilities,361,,,,370,,,,295,,,,237,373,407,445,372,368,409,368
Balance Sheet,Fixed Assets,240,,,,217,,,,174,,,,159,112,149,193,201,206,303,279
Balance Sheet,CWIP,2,,,,2,,,,1,,,,0,3,2,2,1,1,1,1
Balance Sheet,Investments,26,,,,21,,,,29,,,,4,152,88,72,20,14,19,11
Balance Sheet,Other Assets,93,,,,130,,,,91,,,,74,105,167,179,149,147,86,77
Balance Sheet,Total Assets,361,,,,370,,,,295,,,,237,373,407,445,372,368,409,368
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,30,,,,63,,,,39,,,,1,29,5,-8,-12,22,47,32
Cash Flows,Cash from Investing Activity,-34,,,,-39,,,,-8,,,,25,-16,-5,-39,24,-28,-12,4
Cash Flows,Cash from Financing Activity,12,,,,-18,,,,-38,,,,-37,-0,-0,33,-7,5,-47,-31
Cash Flows,Net Cash Flow,8,,,,5,,,,-7,,,,-11,13,0,-13,5,-1,-11,5
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,4,,,,3,,,,4,,,,4,0,1,2,3,5,5,4
Ratios,Inventory Days,,,,,,,,,,,,,614,419,492,493,,,,
Ratios,Days Payable,,,,,,,,,,,,,335,360,349,339,,,,
Ratios,Cash Conversion Cycle,4,,,,3,,,,4,,,,283,60,144,156,3,5,5,4
Ratios,Working Capital Days,-107,,,,-138,,,,-140,,,,-101,-80,-27,-81,-52,-86,-80,-113
Ratios,ROCE %,-23%,,,,-44%,,,,-80%,,,,-3%,,2%,-12%,-7%,-6%,-5%,-8%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,59.93%,59.93%,59.93%,59.93%,59.93%,59.93%,59.93%,59.79%,59.79%,59.64%,59.64%,59.64%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.74%,0.74%,0.73%,0.73%,0.80%,0.81%,0.73%,0.74%,1.25%,1.27%,1.27%,1.49%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.53%,1.38%,1.38%,1.34%,1.34%,1.34%,1.34%,1.97%,3.53%,3.61%,3.37%,1.71%,,,,,,,
Shareholding Pattern (Quarterly),Public,,37.80%,37.96%,37.97%,38.00%,37.94%,37.91%,38.01%,37.49%,35.44%,35.48%,35.72%,37.17%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,24901,24130,23395,23006,23034,22384,21774,20890,21477,20028,19804,19837,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,59.93%,,,,59.93%,,,,59.79%,,,,59.64%,,,60.12%,60.08%,59.93%,59.93%,59.38%
Shareholding Pattern (Yearly),FIIs,0.87%,,,,0.73%,,,,0.74%,,,,1.49%,,,3.35%,2.17%,1.98%,1.81%,0.74%
Shareholding Pattern (Yearly),DIIs,1.53%,,,,1.34%,,,,1.97%,,,,1.71%,,,7.01%,5.33%,2.54%,2.23%,1.93%
Shareholding Pattern (Yearly),Public,37.67%,,,,38.00%,,,,37.49%,,,,37.17%,,,29.52%,32.42%,35.55%,36.04%,37.95%
Shareholding Pattern (Yearly),No. of Shareholders,24660,,,,23006,,,,20890,,,,19837,,,27337,26357,26135,24697,25937
,,,,,,,,,,,,,,,,,,,,,
