Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,1067,1114,1210,1239,1357,1139,1194,1045,1070,960,1045,1016,1041,,,,,
Quarterly Results,Expenses,836,793,843,778,865,744,884,828,900,785,903,933,961,,,,,
Quarterly Results,Operating Profit,231,321,367,461,493,395,310,218,170,176,142,83,81,,,,,
Quarterly Results,OPM %,22%,29%,30%,37%,36%,35%,26%,21%,16%,18%,14%,8%,8%,,,,,
Quarterly Results,Other Income,22,11,17,24,10,35,35,41,59,42,54,69,45,,,,,
Quarterly Results,Interest,17,6,7,14,10,7,6,6,6,7,8,10,13,,,,,
Quarterly Results,Depreciation,53,46,47,48,48,44,46,46,49,47,53,53,57,,,,,
Quarterly Results,Profit before tax,183,280,331,423,444,379,294,207,174,163,135,89,56,,,,,
Quarterly Results,Tax %,23%,25%,26%,26%,28%,27%,26%,23%,25%,26%,26%,24%,18%,,,,,
Quarterly Results,Net Profit,141,209,246,311,321,278,219,159,130,122,101,67,46,,,,,
Quarterly Results,EPS in Rs,18.86,28.06,32.50,39.93,42.12,37.17,28.88,20.58,18.14,17.24,13.49,9.72,6.66,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3378,,,,4921,,,,4448,,,,4062,1710,1979,2493,2245,
Profit & Loss,Expenses,2740,,,,3274,,,,3353,,,,3581,1348,1468,1875,1983,
Profit & Loss,Operating Profit,638,,,,1647,,,,1095,,,,481,362,511,618,261,
Profit & Loss,OPM %,19%,,,,33%,,,,25%,,,,12%,21%,26%,25%,12%,
Profit & Loss,Other Income,54,,,,58,,,,167,,,,211,18,20,52,12,
Profit & Loss,Interest,59,,,,37,,,,24,,,,38,42,29,75,70,
Profit & Loss,Depreciation,213,,,,189,,,,185,,,,210,116,176,198,229,
Profit & Loss,Profit before tax,420,,,,1478,,,,1053,,,,444,222,326,397,-26,
Profit & Loss,Tax %,18%,,,,26%,,,,25%,,,,24%,-0%,9%,-2%,-83%,
Profit & Loss,Net Profit,346,,,,1087,,,,786,,,,336,223,296,406,-4,
Profit & Loss,EPS in Rs,46.49,,,,142.62,,,,104.77,,,,47.11,33.79,44.82,56.08,-0.47,
Profit & Loss,Dividend Payout %,13%,,,,7%,,,,8%,,,,11%,12%,11%,9%,-213%,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,13,,,,13,,,,13,,,,13,13,13,13,13,
Balance Sheet,Reserves,1673,,,,2568,,,,3228,,,,3478,826,1090,1375,1376,
