Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,181,187,219,200,202,261,259,260,420,414,487,604,937,,,,,,
Quarterly Results,Expenses,162,173,202,180,175,233,233,246,366,351,406,511,740,,,,,,
Quarterly Results,Operating Profit,19,14,17,20,27,28,26,13,54,63,81,93,196,,,,,,
Quarterly Results,OPM %,11%,8%,8%,10%,13%,11%,10%,5%,13%,15%,17%,15%,21%,,,,,,
Quarterly Results,Other Income,19,10,5,21,-22,19,49,12,16,27,63,13,22,,,,,,
Quarterly Results,Interest,5,6,6,8,10,12,13,14,18,21,29,27,40,,,,,,
Quarterly Results,Depreciation,5,5,5,5,5,5,5,6,6,6,6,7,16,,,,,,
Quarterly Results,Profit before tax,28,14,11,30,-9,30,58,6,46,64,109,72,163,,,,,,
Quarterly Results,Tax %,24%,12%,37%,25%,20%,24%,15%,101%,35%,23%,23%,34%,27%,,,,,,
Quarterly Results,Net Profit,21,12,7,22,-11,23,49,-10,24,48,83,57,123,,,,,,
Quarterly Results,EPS in Rs,0.83,0.46,0.25,0.85,-0.44,0.89,1.91,-0.38,0.80,1.59,2.73,1.86,4.06,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,685,,,,808,,,,1201,,,,2442,858,642,835,1055,1060,609
Profit & Loss,Expenses,625,,,,730,,,,1065,,,,1972,734,556,741,943,903,505
Profit & Loss,Operating Profit,60,,,,79,,,,135,,,,470,124,87,94,113,157,103
Profit & Loss,OPM %,9%,,,,10%,,,,11%,,,,19%,14%,13%,11%,11%,15%,17%
Profit & Loss,Other Income,59,,,,14,,,,83,,,,88,28,30,54,10,14,44
Profit & Loss,Interest,26,,,,29,,,,58,,,,116,29,25,23,34,33,24
Profit & Loss,Depreciation,20,,,,19,,,,21,,,,35,14,15,17,19,22,22
Profit & Loss,Profit before tax,73,,,,45,,,,140,,,,407,109,77,108,70,117,101
Profit & Loss,Tax %,20%,,,,34%,,,,28%,,,,26%,19%,16%,22%,29%,37%,31%
Profit & Loss,Net Profit,57,,,,29,,,,87,,,,311,89,65,85,48,73,69
Profit & Loss,EPS in Rs,2.23,,,,1.12,,,,2.85,,,,10.25,3.47,2.51,3.29,1.86,2.82,2.67
Profit & Loss,Dividend Payout %,10%,,,,60%,,,,24%,,,,0%,6%,16%,11%,28%,3%,17%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,23,,,,23,,,,28,,,,28,23,23,23,23,23,23
Balance Sheet,Reserves,934,,,,957,,,,1543,,,,1840,591,647,724,761,815,882
Balance Sheet,Borrowings,271,,,,347,,,,588,,,,1366,233,221,240,276,257,207
Balance Sheet,Other Liabilities,284,,,,334,,,,608,,,,1113,171,156,334,316,297,254
Balance Sheet,Total Liabilities,1512,,,,1662,,,,2767,,,,4346,1018,1047,1320,1376,1392,1366
Balance Sheet,Fixed Assets,156,,,,157,,,,193,,,,285,138,164,167,178,173,163
Balance Sheet,CWIP,2,,,,7,,,,15,,,,41,2,0,2,2,1,0
Balance Sheet,Investments,314,,,,340,,,,322,,,,209,101,204,234,242,207,259
Balance Sheet,Other Assets,1041,,,,1159,,,,2237,,,,3812,776,679,918,955,1011,944
Balance Sheet,Total Assets,1512,,,,1662,,,,2767,,,,4346,1018,1047,1320,1376,1392,1366
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,28,,,,86,,,,-152,,,,-443,89,157,6,50,134,108
Cash Flows,Cash from Investing Activity,-108,,,,-79,,,,-433,,,,-142,79,-115,-5,-49,-13,-39
Cash Flows,Cash from Financing Activity,-15,,,,86,,,,568,,,,350,-82,-74,-23,-22,-83,-53
Cash Flows,Net Cash Flow,-95,,,,93,,,,-17,,,,-235,85,-33,-22,-20,38,16
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,297,,,,213,,,,176,,,,204,176,188,222,198,217,339
Ratios,Inventory Days,185,,,,201,,,,246,,,,223,76,103,124,105,83,185
Ratios,Days Payable,161,,,,115,,,,187,,,,152,71,84,159,120,110,173
Ratios,Cash Conversion Cycle,320,,,,299,,,,235,,,,275,181,207,188,184,190,351
Ratios,Working Capital Days,322,,,,285,,,,275,,,,305,165,196,195,182,194,342
Ratios,ROCE %,8%,,,,6%,,,,11%,,,,19%,,12%,14%,10%,14%,11%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,50.44%,50.44%,50.44%,50.44%,50.42%,50.30%,50.27%,42.66%,42.66%,39.33%,39.39%,39.38%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.81%,2.38%,2.36%,2.33%,2.67%,2.50%,2.05%,16.87%,17.91%,22.49%,22.79%,22.38%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,5.42%,5.26%,5.30%,5.24%,5.34%,5.44%,5.66%,5.01%,4.81%,3.54%,3.57%,3.78%,,,,,,
Shareholding Pattern (Quarterly),Public,,42.33%,41.90%,41.90%,42.00%,41.56%,41.77%,42.00%,35.46%,34.62%,34.62%,34.27%,34.45%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,66703,62224,57394,54290,53060,72661,83104,107351,109572,158263,168058,172795,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,50.45%,,,,50.44%,,,,42.66%,,,,39.38%,,50.50%,50.49%,50.47%,50.47%,50.47%
Shareholding Pattern (Yearly),FIIs,0.96%,,,,2.33%,,,,16.87%,,,,22.38%,,1.33%,1.66%,1.76%,0.51%,0.01%
Shareholding Pattern (Yearly),DIIs,5.38%,,,,5.24%,,,,5.01%,,,,3.78%,,5.61%,8.60%,7.44%,7.05%,6.58%
Shareholding Pattern (Yearly),Public,43.21%,,,,42.00%,,,,35.46%,,,,34.45%,,42.56%,39.25%,40.34%,41.97%,42.94%
Shareholding Pattern (Yearly),No. of Shareholders,60877,,,,54290,,,,107351,,,,172795,,19487,29476,34370,31064,28495
,,,,,,,,,,,,,,,,,,,,
