Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Quarterly Results,Expenses,0.86,0.40,0.45,0.51,0.61,0.59,0.50,0.42,0.44,0.39,0.43,0.46,0.75,,,,,,
Quarterly Results,Operating Profit,-0.86,-0.40,-0.45,-0.51,-0.61,-0.59,-0.50,-0.42,-0.44,-0.39,-0.43,-0.46,-0.75,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,0.04,0.07,0.01,0.07,0.20,0.15,0.21,0.16,0.38,0.25,0.24,0.29,0.29,,,,,,
Quarterly Results,Interest,0.47,0.46,0.46,0.45,0.43,0.42,0.42,0.40,0.39,0.38,0.37,0.36,0.34,,,,,,
Quarterly Results,Depreciation,2.93,2.96,2.90,2.60,1.78,2.35,2.12,1.84,1.41,1.40,1.40,1.39,1.53,,,,,,
Quarterly Results,Profit before tax,-4.22,-3.75,-3.80,-3.49,-2.62,-3.21,-2.83,-2.50,-1.86,-1.92,-1.96,-1.92,-2.33,,,,,,
Quarterly Results,Tax %,-50.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
Quarterly Results,Net Profit,-2.10,-3.75,-3.80,-3.49,-2.62,-3.21,-2.83,-2.50,-1.86,-1.92,-1.96,-1.92,-2.33,,,,,,
Quarterly Results,EPS in Rs,-0.69,-1.23,-1.25,-1.15,-0.86,-1.06,-0.93,-0.82,-0.61,-0.63,-0.65,-0.63,-0.77,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,0.39,,,,0.00,,,,0.00,,,,0.00,99.96,35.54,19.70,16.33,9.87,2.00
Profit & Loss,Expenses,4.11,,,,1.97,,,,1.95,,,,2.05,111.53,64.36,66.81,104.24,95.87,25.36
Profit & Loss,Operating Profit,-3.72,,,,-1.97,,,,-1.95,,,,-2.05,-11.57,-28.82,-47.11,-87.91,-86.00,-23.36
Profit & Loss,OPM %,-953.85%,,,,,,,,,,,,,-11.57%,-81.09%,-239.14%,-538.33%,-871.33%,-1168.00%
Profit & Loss,Other Income,-5.55,,,,0.35,,,,0.89,,,,1.07,74.99,19.69,16.81,-13.55,141.54,1.29
Profit & Loss,Interest,1.91,,,,1.80,,,,1.63,,,,1.45,57.02,69.61,65.97,64.90,55.67,41.59
Profit & Loss,Depreciation,13.42,,,,10.23,,,,7.71,,,,5.71,31.58,29.37,28.19,29.24,21.08,18.78
Profit & Loss,Profit before tax,-24.60,,,,-13.65,,,,-10.40,,,,-8.14,-25.18,-108.11,-124.46,-195.60,-21.21,-82.44
Profit & Loss,Tax %,-8.62%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.51%,-0.38%,0.51%,216.22%,0.56%
Profit & Loss,Net Profit,-22.48,,,,-13.65,,,,-10.41,,,,-8.14,-25.18,-108.67,-123.99,-196.60,-67.08,-82.90
Profit & Loss,EPS in Rs,-7.40,,,,-4.49,,,,-3.43,,,,-2.68,-8.29,-35.78,-40.82,-64.73,-22.09,-27.29
Profit & Loss,Dividend Payout %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,30.40,,,,30.40,,,,30.40,,,,30.40,30.40,30.40,30.40,30.40,30.40,30.40
Balance Sheet,Reserves,-336.12,,,,-349.77,,,,-360.18,,,,-368.32,376.06,276.88,153.93,-40.25,-230.72,-313.64
Balance Sheet,Borrowings,180.73,,,,179.61,,,,178.33,,,,176.86,400.89,440.25,375.22,375.45,47.75,181.34
Balance Sheet,Other Liabilities,324.02,,,,338.14,,,,341.12,,,,344.44,158.44,170.37,204.89,277.85,442.62,319.19
Balance Sheet,Total Liabilities,199.03,,,,198.38,,,,189.67,,,,183.38,965.79,917.90,764.44,643.45,290.05,217.29
Balance Sheet,Fixed Assets,139.05,,,,128.81,,,,121.10,,,,115.39,471.78,442.69,436.20,252.68,178.20,159.40
Balance Sheet,CWIP,3.52,,,,3.52,,,,3.52,,,,3.52,0.87,0.97,1.14,2.47,2.65,3.52
Balance Sheet,Investments,0.00,,,,0.00,,,,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Balance Sheet,Other Assets,56.46,,,,66.05,,,,65.05,,,,64.47,493.14,474.24,327.10,388.30,109.20,54.37
Balance Sheet,Total Assets,199.03,,,,198.38,,,,189.67,,,,183.38,965.79,917.90,764.44,643.45,290.05,217.29
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,4.53,,,,-1.86,,,,-1.81,,,,-1.60,8.13,-7.68,55.16,-27.65,-17.33,11.23
Cash Flows,Cash from Investing Activity,1.43,,,,0.20,,,,0.77,,,,1.76,-0.16,1.79,21.82,34.17,170.18,23.76
Cash Flows,Cash from Financing Activity,-0.34,,,,11.19,,,,0.00,,,,0.00,-7.88,5.16,-76.52,-6.86,-152.83,-35.26
Cash Flows,Net Cash Flow,5.62,,,,9.53,,,,-1.04,,,,0.15,0.08,-0.72,0.46,-0.34,0.02,-0.27
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,0.00,,,,,,,,,,,,,382.53,839.68,1215.43,772.47,267.00,0.00
Ratios,Inventory Days,0.00,,,,,,,,,,,,,580.19,1716.81,3899.49,1662.36,328.60,225.31
Ratios,Days Payable,,,,,,,,,,,,,,426.15,596.74,987.35,725.25,782.58,3656.76
Ratios,Cash Conversion Cycle,0.00,,,,,,,,,,,,,536.57,1959.75,4127.58,1709.58,-186.97,-3431.45
Ratios,Working Capital Days,-291447.82,,,,,,,,,,,,,699.11,1000.93,-2772.89,-4597.93,-13886.27,-54976.30
Ratios,ROCE %,,,,,,,,,,,,,,,-7.21%,-9.66%,-21.92%,-99.90%,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,27.50%,27.37%,27.37%,27.37%,27.37%,27.37%,27.37%,27.37%,27.37%,27.37%,27.37%,27.37%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,5.76%,5.76%,5.76%,5.76%,5.76%,5.76%,5.76%,5.76%,5.76%,5.76%,5.76%,5.76%,,,,,,
Shareholding Pattern (Quarterly),Public,,66.25%,66.37%,66.38%,66.37%,66.37%,66.38%,66.39%,66.37%,66.38%,66.38%,66.38%,66.38%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,27148,26983,26933,26896,26741,26699,26652,26510,26474,26832,26849,27064,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,27.50%,,,,27.37%,,,,27.37%,,,,27.37%,,44.95%,44.95%,44.95%,44.95%,27.50%
Shareholding Pattern (Yearly),FIIs,0.49%,,,,0.49%,,,,0.49%,,,,0.49%,,0.51%,0.51%,0.50%,0.50%,0.49%
Shareholding Pattern (Yearly),DIIs,5.76%,,,,5.76%,,,,5.76%,,,,5.76%,,6.14%,6.14%,6.12%,6.11%,6.10%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,0.00%,0.00%,0.05%,0.00%,0.00%
