Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2017,Mar 2021
Quarterly Results,Sales,12.32,12.09,16.52,11.39,21.98,14.68,23.25,18.50,18.44,14.48,24.63,16.70,16.48,,,,,
Quarterly Results,Expenses,7.17,6.57,8.93,4.99,7.13,5.39,8.81,6.51,10.68,6.68,10.94,10.46,9.96,,,,,
Quarterly Results,Operating Profit,5.15,5.52,7.59,6.40,14.85,9.29,14.44,11.99,7.76,7.80,13.69,6.24,6.52,,,,,
Quarterly Results,OPM %,41.80%,45.66%,45.94%,56.19%,67.56%,63.28%,62.11%,64.81%,42.08%,53.87%,55.58%,37.37%,39.56%,,,,,
Quarterly Results,Other Income,0.46,0.58,0.58,0.53,0.55,2.46,0.88,1.59,0.76,1.96,1.03,2.64,0.68,,,,,
Quarterly Results,Interest,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
Quarterly Results,Depreciation,1.48,1.45,1.34,1.23,2.26,1.00,1.05,1.11,1.17,0.68,0.69,0.74,1.48,,,,,
Quarterly Results,Profit before tax,4.13,4.65,6.83,5.70,13.14,10.74,14.27,12.47,7.35,9.08,14.03,8.14,5.72,,,,,
Quarterly Results,Tax %,6.30%,25.16%,25.48%,26.67%,24.96%,20.58%,23.34%,26.62%,28.57%,22.25%,24.02%,25.55%,25.17%,,,,,
Quarterly Results,Net Profit,3.88,3.48,5.09,4.18,9.84,8.54,10.93,9.15,5.25,7.07,10.65,6.06,4.27,,,,,
Quarterly Results,EPS in Rs,0.76,0.68,1.00,0.82,1.94,1.68,2.15,1.80,1.05,1.39,2.10,1.20,0.83,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,39,,,,62,,,,74,,,,72,32,30,26,,
Profit & Loss,Expenses,23,,,,28,,,,30,,,,37,21,20,15,,
Profit & Loss,Operating Profit,17,,,,34,,,,44,,,,35,10,10,11,,
Profit & Loss,OPM %,42%,,,,55%,,,,59%,,,,48%,33%,34%,42%,,
Profit & Loss,Other Income,2,,,,2,,,,5,,,,6,2,2,2,,
